userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.362085342407227)* (48,9.965320587158203)* (169,9.650407791137695)* (265,9.546226501464844) (53,9.46281623840332)* (136,9.405160903930664)* (324,9.30569076538086) (823,9.236236572265625) (215,9.141225814819336) (107,9.060171127319336)* (560,8.96517562866211) (276,8.934389114379883) (11,8.933578491210938)* (170,8.907422065734863)* (674,8.84797191619873) (1187,8.79801082611084) (279,8.77631950378418) (632,8.71917724609375) (364,8.67740249633789) (300,8.675310134887695)
67: (159,6.293572425842285) (48,5.986079216003418) (142,5.789060592651367) (72,5.69054651260376) (553,5.6618475914001465) (689,5.613490104675293) (374,5.6102752685546875) (131,5.581012725830078) (4,5.557270050048828) (158,5.539704322814941) (63,5.530284881591797) (167,5.509073734283447) (823,5.50478982925415) (312,5.483226776123047) (862,5.482291221618652) (215,5.476167678833008) (298,5.4699225425720215) (4181,5.4538445472717285) (54,5.44398307800293) (670,5.439620018005371)
68: (269,9.43193244934082)* (263,9.103707313537598) (298,8.816027641296387) (265,8.735713958740234) (185,8.70599365234375) (174,8.691417694091797) (952,8.566991806030273) (16,8.553600311279297) (72,8.455314636230469) (592,8.423789978027344) (560,8.39035415649414) (3499,8.379887580871582) (167,8.360297203063965) (189,8.33464527130127) (3744,8.2836332321167) (258,8.262929916381836) (1207,8.201497077941895) (2077,8.18691635131836) (135,8.166399002075195) (238,8.12778091430664)
69: (164,9.622129440307617) (136,9.508567810058594) (1062,9.469482421875) (539,9.275167465209961) (476,9.25385856628418) (130,9.165075302124023) (519,9.127986907958984) (592,9.08666706085205) (575,9.083353042602539)* (560,8.97815227508545)* (523,8.869603157043457) (15,8.822203636169434) (1040,8.791158676147461) (116,8.757526397705078) (512,8.697689056396484) (1278,8.648496627807617) (1553,8.632465362548828)* (1273,8.610587120056152) (625,8.581120491027832) (419,8.531291961669922)
70: (15,5.727411270141602) (539,5.419651508331299) (185,5.409245491027832) (625,5.385502815246582) (520,5.3576765060424805) (106,5.352105140686035) (1553,5.334830284118652) (1063,5.323017597198486) (164,5.303727149963379) (1278,5.280550003051758) (1273,5.246500015258789) (130,5.239261150360107) (136,5.237656593322754) (560,5.2264299392700195) (592,5.207202911376953) (913,5.16400671005249) (512,5.124387741088867) (1062,5.087248802185059) (1040,5.0575761795043945) (1061,5.03821325302124)
71: (479,11.390325546264648)* (1063,11.279036521911621)* (1100,11.276137351989746)* (501,11.176080703735352)* (1062,11.117091178894043) (913,11.012511253356934)* (472,10.818382263183594)* (324,10.723752975463867)* (1278,10.678304672241211)* (536,10.633417129516602)* (104,10.52139949798584) (419,10.507216453552246) (818,10.305835723876953)* (618,10.227738380432129)* (539,10.088750839233398)* (576,10.063880920410156) (164,10.011444091796875) (1126,9.995136260986328) (2609,9.969281196594238)* (124,9.957080841064453)
72: (167,13.62709903717041)* (512,12.579769134521484)* (1144,12.240206718444824)* (1063,12.112894058227539)* (419,11.539894104003906)* (164,11.490387916564941)* (17,11.43245792388916)* (106,11.304433822631836)* (493,11.171069145202637)* (113,11.167807579040527)* (941,11.154470443725586) (168,11.154463768005371)* (823,11.099757194519043) (1202,11.07156753540039) (4,10.999063491821289)* (2069,10.939815521240234) (265,10.896149635314941)* (186,10.848579406738281)* (87,10.727095603942871)* (0,10.662569046020508)
73: (48,8.996252059936523) (159,8.720853805541992) (15,8.623115539550781) (167,8.619344711303711) (4,8.344867706298828)* (312,8.186354637145996) (215,7.980556964874268) (67,7.787618637084961) (81,7.692059516906738) (131,7.642871379852295) (342,7.620673656463623) (136,7.5881524085998535) (560,7.47477912902832) (366,7.465968608856201) (107,7.463201522827148) (823,7.442625522613525) (185,7.3729777336120605) (130,7.325672626495361) (113,7.322129726409912) (168,7.319102764129639)
74: (522,11.75190544128418) (561,11.69509506225586)* (2945,11.436342239379883) (2188,11.433110237121582) (774,10.956353187561035)* (3738,10.946783065795898) (699,10.87088680267334)* (1221,10.825515747070312)* (476,10.70705795288086) (523,10.5742826461792) (1255,10.488224029541016) (700,10.32438850402832) (3310,10.310999870300293) (246,10.301273345947266) (1989,10.237314224243164) (1207,10.209049224853516) (1201,10.173200607299805) (53,10.163068771362305) (404,10.14016342163086)* (649,10.135786056518555)
75: (592,9.289361953735352) (72,8.906672477722168) (560,8.888856887817383)* (15,8.835861206054688) (512,8.773016929626465) (131,8.633794784545898)* (823,8.573890686035156) (1116,8.541780471801758) (168,8.417141914367676)* (932,8.383810043334961) (2779,8.318646430969238) (67,8.267333984375)* (707,8.239553451538086) (844,8.22477912902832)* (142,8.156914710998535)* (2997,8.144043922424316) (172,8.105447769165039) (1192,8.06867790222168) (169,8.059656143188477) (686,8.057001113891602)
76: (1826,13.673559188842773)* (164,13.241491317749023) (1847,13.233898162841797)* (11,12.829386711120605)* (810,12.714996337890625) (3288,12.68516731262207) (20678,12.453851699829102) (1863,12.19873332977295)* (5319,12.174436569213867)* (226,12.169541358947754) (4126,11.996875762939453)* (1835,11.87313461303711) (791,11.853181838989258)* (3236,11.81485366821289)* (123,11.791626930236816) (6653,11.680559158325195) (1322,11.60522747039795) (7884,11.550344467163086) (167,11.498749732971191)* (1867,11.48043441772461)*
77: (130,12.121614456176758)* (625,11.321998596191406) (185,11.132367134094238) (15,10.847654342651367)* (1232,10.711278915405273) (4,10.458230972290039) (519,10.258585929870605) (133,10.174055099487305)* (1774,10.14753246307373) (528,10.10721206665039) (1378,10.058752059936523) (559,10.023609161376953) (172,9.980463027954102) (889,9.97684383392334) (688,9.96082878112793) (104,9.952248573303223) (1061,9.851590156555176)* (592,9.843626022338867)* (92,9.794743537902832) (419,9.784320831298828)
78: (185,4.241751670837402) (15,4.1670241355896) (560,4.106618881225586) (136,4.0923614501953125) (159,4.056700706481934) (167,4.031234264373779) (512,3.98640775680542) (48,3.9779720306396484) (130,3.9678194522857666) (707,3.958106756210327) (625,3.9481844902038574) (1273,3.8442375659942627) (164,3.829470157623291) (1063,3.8108606338500977) (166,3.7874789237976074) (81,3.76253080368042) (215,3.7511019706726074) (153,3.746741533279419) (2069,3.7346584796905518) (147,3.7189834117889404)*
79: (185,9.740099906921387)* (48,9.559853553771973) (4,9.546111106872559) (434,9.258964538574219) (147,9.100992202758789) (136,8.891963958740234) (862,8.887447357177734) (167,8.813518524169922) (1814,8.806938171386719) (592,8.749902725219727) (560,8.660482406616211) (2069,8.651750564575195) (342,8.580545425415039) (1273,8.577728271484375) (15,8.55772590637207)* (986,8.49627685546875) (169,8.436517715454102)* (844,8.37590217590332) (265,8.302753448486328)* (674,8.300882339477539)
80: (159,8.303400993347168) (48,8.125998497009277) (81,7.897202491760254) (11,7.654894828796387) (592,7.582381725311279) (169,7.495462417602539) (67,7.398956775665283) (560,7.382011890411377) (106,7.342931270599365) (265,7.340946674346924)* (324,7.332206726074219) (4,7.324185371398926) (810,7.296453952789307)* (185,7.2889933586120605) (173,7.282588958740234) (136,7.269772529602051) (130,7.2277398109436035) (312,7.190618991851807) (1281,7.186244010925293)* (170,7.1774492263793945)
81: (476,11.757340431213379)* (865,11.494178771972656)* (2975,11.37557601928711) (522,11.18202018737793) (625,11.068914413452148)* (575,11.01574993133545)* (561,10.976318359375) (200,10.893985748291016)* (163,10.868739128112793)* (3430,10.80944538116455) (559,10.628217697143555)* (774,10.532228469848633) (884,10.324735641479492) (3008,10.233474731445312) (181,10.19655990600586) (89,10.16170597076416) (1435,10.146024703979492) (1103,10.11770248413086) (4917,10.116212844848633)* (2775,10.089812278747559)
82: (2328,5.615540504455566) (72,5.587571144104004) (3767,5.570966720581055) (4952,5.515364170074463) (258,5.418353080749512) (54,5.410435199737549) (987,5.32815408706665) (6215,5.303149223327637) (2862,5.279250621795654) (3448,5.249033451080322) (88,5.236464977264404) (16,5.230175495147705) (242,5.219428062438965) (58,5.177760124206543) (340,5.161503791809082) (2131,5.155572891235352) (2899,5.147764205932617) (3736,5.051020622253418) (15098,5.047064781188965) (311,5.0441365242004395)
83: (2102,10.35139274597168) (398,10.303597450256348) (1224,10.047019958496094)* (430,10.024857521057129)* (116,9.942729949951172) (2114,9.81902027130127) (472,9.657615661621094) (106,9.657353401184082) (181,9.653244018554688) (2846,9.631830215454102) (164,9.436258316040039) (1830,9.434917449951172) (1239,9.413637161254883)* (1089,9.412757873535156) (68,9.37710189819336) (560,9.353706359863281) (53,9.336999893188477) (104,9.286185264587402)* (628,9.28420639038086)* (1649,9.264036178588867)
84: (777,13.256869316101074) (185,11.564432144165039) (1910,11.424629211425781) (5614,11.086980819702148) (1560,11.040609359741211) (523,10.779871940612793) (53,10.520606994628906) (2172,10.507148742675781) (265,10.44852352142334)* (3723,10.389166831970215) (899,10.298529624938965) (476,10.257743835449219)* (70,10.075982093811035) (287,10.037748336791992) (1103,9.964980125427246)* (1040,9.949867248535156)* (865,9.867053031921387) (649,9.843860626220703) (3543,9.829938888549805) (1689,9.818724632263184)
85: (61,18.145671844482422) (559,16.290084838867188) (5998,15.747089385986328) (47,15.425978660583496)* (781,15.35410213470459)* (3401,15.162700653076172) (5997,15.000434875488281) (6045,14.944791793823242) (136,14.827774047851562) (269,14.777816772460938)* (3738,14.575514793395996) (174,14.559524536132812) (1171,14.419843673706055)* (8409,14.334351539611816) (1279,14.33304214477539)* (172,14.27653694152832) (539,14.273170471191406) (5621,14.155698776245117)* (4729,14.152236938476562) (348,14.133678436279297)
87: (1144,14.163827896118164)* (1790,13.091215133666992)* (164,12.788808822631836) (1100,12.670331954956055) (2066,12.56086540222168) (1062,12.41600227355957) (2779,12.332990646362305) (2114,12.331387519836426) (1091,12.234813690185547) (539,12.14981746673584)* (519,12.113279342651367) (896,11.831932067871094) (2143,11.80731201171875) (1267,11.77920913696289) (1278,11.495229721069336) (1098,11.363382339477539) (904,11.319908142089844)* (546,11.285472869873047) (570,11.212578773498535) (2120,11.210174560546875)
88: (189,15.735330581665039)* (1116,14.72511100769043) (3448,14.676738739013672)* (269,14.592480659484863)* (987,14.082804679870605)* (848,13.621467590332031)* (2322,13.563920974731445)* (2223,13.023197174072266)* (15098,12.945255279541016) (6159,12.877128601074219)* (48,12.754781723022461)* (2199,12.703792572021484)* (1192,12.676131248474121)* (286,12.555593490600586) (185,12.526844024658203)* (247,12.463729858398438)* (245,12.353675842285156)* (2883,12.285343170166016) (3035,12.27391529083252) (5823,11.960041999816895)*
90: (159,3.568744659423828) (15,3.566559314727783) (48,3.4957709312438965) (167,3.42356276512146) (185,3.3832216262817383) (72,3.3012099266052246) (560,3.2545785903930664) (136,3.2095835208892822) (168,3.2089810371398926) (169,3.207242012023926) (67,3.1741690635681152) (215,3.163771629333496)* (512,3.154395341873169) (4,3.1156139373779297) (11,3.095764636993408) (823,3.093238353729248) (17,3.085850238800049) (81,3.073448657989502) (265,3.0395164489746094) (113,3.0308244228363037)
91: (625,12.478765487670898) (1553,11.457040786743164)* (1224,11.38591194152832)* (559,11.298334121704102) (92,11.176701545715332) (1063,10.719970703125) (1232,10.677001953125) (1144,10.619733810424805) (147,10.612102508544922) (2790,10.212014198303223) (1040,10.162689208984375) (777,10.083688735961914) (1560,10.070905685424805) (73,10.06160831451416)* (1072,10.049251556396484)* (122,9.9388427734375) (1051,9.899837493896484) (169,9.866338729858398) (48,9.862771987915039) (932,9.839458465576172)
92: (18,11.574164390563965) (512,11.499959945678711)* (130,11.125298500061035) (1790,10.977703094482422) (1273,10.975699424743652) (88,10.891067504882812) (2609,10.771876335144043)* (625,10.604934692382812)* (185,10.565667152404785)* (820,10.513236999511719) (689,10.140058517456055) (520,10.089872360229492) (990,9.90498161315918)* (252,9.865531921386719)* (115,9.861103057861328)* (166,9.853890419006348) (493,9.757439613342285) (254,9.755658149719238) (87,9.750731468200684) (374,9.705774307250977)
93: (159,9.664983749389648) (802,9.280370712280273) (862,9.24290657043457)* (1273,9.226263046264648) (185,9.22355842590332) (1192,9.0171480178833)* (48,8.980636596679688) (842,8.937984466552734) (592,8.890562057495117) (263,8.797235488891602) (932,8.746597290039062) (190,8.68962574005127) (2997,8.582525253295898) (2328,8.541791915893555) (827,8.379384994506836) (941,8.37826919555664) (66,8.282363891601562) (875,8.282320022583008) (764,8.261551856994629) (131,8.233182907104492)*
94: (2137,11.372827529907227) (2779,10.470781326293945) (941,10.281534194946289)* (560,10.27047348022461) (166,10.065956115722656) (1063,9.9812593460083) (642,9.761022567749023)* (3655,9.677162170410156) (1098,9.676582336425781) (1629,9.591354370117188) (130,9.47739028930664) (1553,9.293121337890625) (640,9.25567626953125) (2066,9.196059226989746) (896,9.14305305480957) (1303,9.123435974121094) (512,9.071432113647461)* (2814,9.051801681518555) (3270,9.028331756591797) (3344,9.009652137756348)*
95: (15,5.5626726150512695) (167,5.462697982788086) (159,5.46044921875) (48,5.185818195343018) (215,4.971344947814941) (169,4.904675483703613) (67,4.866338729858398) (674,4.807190895080566) (298,4.70404052734375) (4,4.6787261962890625) (265,4.665830612182617) (131,4.655182838439941) (113,4.654478073120117) (366,4.636320114135742) (823,4.621468544006348) (11,4.601397514343262) (101,4.599733352661133) (173,4.5923614501953125) (136,4.586847305297852) (560,4.585721015930176)
96: (1100,10.022270202636719)* (2137,9.550734519958496) (2609,9.521791458129883) (1790,9.430453300476074) (1303,9.422794342041016) (806,9.251078605651855) (628,9.133626937866211) (153,9.091715812683105) (166,9.067485809326172) (1063,9.0233154296875) (1091,9.017334938049316) (1629,8.951935768127441) (1058,8.914678573608398) (560,8.874103546142578) (642,8.855537414550781) (2114,8.72264289855957) (2814,8.700297355651855)* (1061,8.687702178955078) (1093,8.67611312866211) (2066,8.674298286437988)
97: (48,10.255484580993652) (159,9.59765625) (136,9.450721740722656) (269,9.359674453735352) (519,9.074865341186523)* (625,9.04389762878418) (2328,9.023937225341797) (1180,9.014310836791992) (592,8.985107421875) (169,8.9661865234375) (106,8.956287384033203) (15,8.942625045776367) (670,8.939570426940918) (92,8.834763526916504) (147,8.809730529785156) (1116,8.728836059570312) (3499,8.718088150024414) (4,8.641923904418945) (167,8.636463165283203) (142,8.62712287902832)
98: (136,8.690452575683594)* (167,8.531800270080566) (48,8.443933486938477) (185,8.220766067504883) (81,8.208311080932617) (592,8.168508529663086) (164,8.077394485473633)* (106,7.857874870300293) (4,7.832509994506836) (707,7.804388523101807)* (169,7.8038330078125) (1273,7.736153602600098)* (131,7.645669937133789) (87,7.629095077514648) (1063,7.573446750640869) (520,7.515174388885498) (324,7.483693599700928) (823,7.423498153686523) (72,7.416872024536133) (625,7.409989356994629)
99: (802,8.80488395690918) (185,8.04520034790039) (2779,8.038005828857422) (941,7.833498477935791) (806,7.759479522705078) (575,7.725839614868164) (2199,7.606863021850586)* (625,7.4292402267456055) (2790,7.4101643562316895) (932,7.375473976135254) (1103,7.205541610717773) (2131,7.203551292419434) (190,7.195924282073975) (592,7.118959426879883) (1116,7.0658345222473145) (642,7.055594444274902) (2137,6.987166881561279) (649,6.942000389099121) (200,6.905522346496582) (2803,6.847979545593262)
100: (48,6.946264266967773) (237,6.856289386749268) (279,6.79610538482666) (263,6.7944746017456055) (276,6.793173789978027) (142,6.781298637390137) (16,6.684177398681641) (670,6.659776210784912) (72,6.621827125549316) (258,6.5708770751953125) (159,6.524630546569824) (170,6.4840087890625) (287,6.333115577697754) (1210,6.313162803649902) (1186,6.3108015060424805) (169,6.303072929382324) (269,6.249000549316406) (115,6.239438056945801) (382,6.236089706420898) (1017,6.216042995452881)*
101: (592,10.24371337890625) (539,9.590204238891602) (625,9.440956115722656) (560,9.356819152832031) (185,9.268512725830078) (106,8.873346328735352) (707,8.816566467285156) (164,8.685982704162598) (528,8.53393268585205) (116,8.533605575561523) (1063,8.382316589355469) (486,8.360603332519531)* (147,8.310047149658203) (915,8.305963516235352) (493,8.210796356201172) (529,8.187658309936523)* (153,8.1804838180542) (92,8.085430145263672) (628,8.065878868103027) (133,8.0494384765625)
102: (592,9.25228500366211) (560,8.878472328186035) (159,8.66572093963623) (1273,8.533758163452148) (131,8.436969757080078) (2069,8.315750122070312) (806,8.217008590698242) (512,8.20460033416748) (2997,8.063364028930664) (519,8.058618545532227) (1144,8.056096076965332) (932,7.964413642883301) (862,7.895413875579834) (48,7.891368865966797) (107,7.854030132293701) (167,7.80105447769165) (130,7.758540153503418) (802,7.663730621337891) (4,7.658689022064209) (72,7.655233860015869)
