userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (48,7.365416526794434)* (265,7.360276222229004) (67,7.266369819641113)* (276,7.029028415679932) (215,6.70261812210083) (173,6.516787528991699)* (279,6.484038352966309) (13,6.454805374145508)* (107,6.419512748718262)* (674,6.399425029754639) (262,6.393319129943848) (324,6.333438396453857) (115,5.958998680114746)* (371,5.950071334838867) (300,5.938168525695801) (632,5.914044380187988) (440,5.664477348327637) (560,5.579702377319336) (82,5.53973388671875)* (8,5.510591506958008)*
60: (11,9.618959426879883) (4,9.31694507598877) (167,9.217060089111328)* (625,8.861255645751953)* (2,7.675506114959717) (162,7.4974365234375) (153,7.411323547363281) (628,7.407922267913818) (5,7.246575355529785) (1,7.219690322875977) (626,7.186248779296875) (364,7.1633405685424805) (190,7.162646293640137) (3266,7.128992080688477) (875,6.9034423828125) (932,6.857089996337891)* (169,6.828624248504639) (1091,6.770325183868408) (44,6.7370195388793945) (1273,6.717409610748291)
61: (2,12.189071655273438) (205,9.790840148925781)* (5,9.6944580078125) (207,9.493263244628906) (8,9.456883430480957) (717,9.103455543518066)* (1392,8.980653762817383) (1449,8.63821792602539) (324,8.380823135375977)* (6,8.299866676330566) (1182,8.166065216064453) (981,8.127174377441406) (139,8.102843284606934) (344,7.991033554077148) (15,7.985167503356934) (364,7.885344505310059)* (481,7.8350958824157715)* (668,7.689565181732178) (986,7.681563377380371) (218,7.628732681274414)
62: (1378,0.881343424320221) (178,0.8446782827377319) (1051,0.7063173055648804) (896,0.6850804090499878) (530,0.677352786064148) (2087,0.6691615581512451) (2602,0.6681218147277832) (4,0.6464160084724426) (2106,0.6291530132293701) (1598,0.589384138584137) (899,0.5856922268867493) (147,0.5854877829551697) (619,0.5777245759963989) (1276,0.5772282481193542) (1684,0.5769333243370056) (1510,0.5761262774467468) (2102,0.5728955268859863) (559,0.5715438723564148) (2929,0.5651341676712036) (51,0.5563755035400391)
63: (72,3.349745273590088) (2220,3.2138547897338867) (862,3.0300490856170654) (670,2.9683961868286133) (842,2.919645309448242) (1180,2.866312026977539) (1177,2.854933738708496) (136,2.8210647106170654) (87,2.797093391418457) (1220,2.714702606201172) (48,2.6487717628479004) (1062,2.641355514526367) (168,2.6383304595947266) (2328,2.635127544403076) (16,2.6297824382781982) (1022,2.6291773319244385) (2899,2.6197752952575684) (1767,2.588822364807129)* (3738,2.5729494094848633) (1277,2.5720386505126953)
64: (906,5.646313667297363) (1116,5.219706058502197)* (907,4.8325276374816895)* (2761,4.3632636070251465) (908,4.255554676055908) (910,4.215567588806152) (1134,4.096765041351318) (493,4.073248863220215) (2713,3.9913549423217773) (897,3.9689366817474365) (103,3.9002737998962402) (1022,3.854414939880371) (2040,3.8510515689849854) (163,3.827258825302124) (559,3.7132492065429688) (1172,3.707650661468506) (862,3.6410694122314453) (2026,3.624338150024414) (2762,3.602604627609253) (523,3.5552005767822266)
65: (1140,7.530101776123047) (2989,7.275264263153076) (2673,7.118060111999512)* (3245,7.104127407073975) (1192,7.0858049392700195) (160,6.8950958251953125) (2956,6.677840232849121) (6891,6.4933600425720215) (478,6.4530029296875) (1116,6.13458251953125) (1767,6.015284538269043) (2451,5.991632461547852)* (1004,5.971816062927246) (2899,5.88677453994751) (1277,5.85693359375) (189,5.838400840759277) (2656,5.802236080169678) (1186,5.74983024597168) (862,5.671167373657227)* (4400,5.6564435958862305)*
66: (48,9.239603042602539)* (13,9.078166961669922) (0,8.611825942993164) (312,8.575940132141113)* (14,8.293577194213867)* (167,8.09344482421875)* (159,7.914565086364746)* (553,7.397397994995117) (366,7.199986457824707)* (4181,7.170471668243408) (1192,6.9183759689331055) (9,6.755318641662598)* (1180,6.616006851196289) (1196,6.374082565307617) (1357,6.351048469543457) (115,6.339127540588379)* (210,6.331145286560059) (107,6.2722649574279785) (1374,6.238962173461914)* (832,6.189861297607422)
67: (4,1.3044650554656982) (167,1.2581510543823242) (48,1.2495726346969604) (0,1.2358624935150146) (159,1.0824694633483887) (11,1.0717549324035645) (67,1.066957950592041) (215,0.9530372023582458) (168,0.9123939275741577) (324,0.9080120325088501) (107,0.9034539461135864) (131,0.9006365537643433) (113,0.8973833322525024) (170,0.8878774642944336) (9,0.8746641278266907) (366,0.8657308220863342) (101,0.8262256979942322) (185,0.8184401988983154) (674,0.8175215125083923) (169,0.805699348449707)
68: (16,8.016439437866211) (18,7.569089412689209) (952,7.32554817199707) (382,7.2725677490234375)* (217,6.951871871948242) (167,6.92534875869751) (669,6.835266590118408)* (201,6.743422508239746)* (0,6.658775329589844) (168,6.580637454986572) (3499,6.290956020355225) (265,6.244304180145264) (298,6.185363292694092) (2077,6.152434349060059) (67,6.122491359710693) (3,5.941086769104004) (31,5.861092567443848) (661,5.760281562805176) (670,5.665294647216797) (4884,5.662851810455322)
69: (2,0.7361624836921692) (420,0.5662854909896851)* (421,0.5421953201293945)* (8,0.5328785181045532) (226,0.5093073844909668) (4,0.5085563659667969) (1,0.5066347122192383) (810,0.506592869758606) (388,0.49874308705329895) (685,0.48335203528404236) (1949,0.4520527422428131) (1826,0.4497680068016052)* (721,0.4454805552959442) (716,0.4322658181190491) (4122,0.41057848930358887) (986,0.40521329641342163) (2932,0.3974139094352722) (1867,0.39633071422576904) (364,0.392716646194458) (1336,0.39164143800735474)
70: (87,3.539290428161621) (130,3.412045478820801) (520,3.324404001235962) (512,3.279845952987671) (419,3.272429943084717) (540,3.140223503112793) (539,3.1287903785705566) (136,3.1281917095184326) (910,3.103206157684326) (870,3.0748825073242188) (106,3.0672993659973145) (185,3.0642971992492676) (560,3.0629632472991943) (707,3.05645751953125) (1260,3.0297136306762695) (913,3.02470064163208) (73,3.0206642150878906) (431,3.009915828704834) (153,2.9381606578826904) (164,2.9345390796661377)
71: (481,8.108213424682617)* (1087,7.838899612426758) (455,7.410594940185547) (34,7.273984909057617)* (3266,7.119555950164795) (1100,7.032020568847656)* (914,6.980173587799072)* (576,6.897515296936035) (2774,6.893290996551514) (104,6.826926231384277) (660,6.771537780761719)* (981,6.68983268737793)* (1126,6.592279434204102) (618,6.576266765594482)* (541,6.567070007324219)* (205,6.549431800842285) (717,6.530312538146973) (4,6.518910884857178) (1069,6.51202392578125) (185,6.4734954833984375)*
72: (0,13.809616088867188) (592,11.931618690490723)* (185,10.993927955627441)* (136,10.205141067504883)* (2,10.038341522216797)* (135,9.173460006713867) (153,9.14085865020752)* (262,8.75233268737793) (131,8.702354431152344)* (363,8.662984848022461) (18,8.586851119995117)* (17,8.509086608886719)* (1063,8.342528343200684)* (35,8.171594619750977)* (632,8.140950202941895) (440,8.125333786010742)* (5,8.115205764770508)* (941,8.095033645629883) (164,7.849220275878906)* (1260,7.833454608917236)*
73: (15,8.787273406982422) (2,7.506020545959473) (48,7.148746490478516) (167,7.0092902183532715) (215,6.224095344543457) (159,6.017152786254883) (5,5.883344650268555) (312,5.647200584411621) (67,5.5972981452941895) (366,5.537225723266602) (9,5.473720073699951) (211,5.405754089355469)* (107,5.365654945373535) (170,5.29545259475708) (35,5.2371745109558105) (168,5.218613624572754) (324,5.1725006103515625) (81,5.15690803527832) (169,5.11590576171875)* (129,5.110746383666992)*
74: (0,11.990459442138672) (3738,8.577302932739258) (778,7.849803447723389)* (4988,7.686798095703125)* (522,7.585128307342529) (794,7.504835605621338)* (700,7.489072799682617) (561,7.474790573120117)* (106,7.472410678863525) (4236,7.387557029724121) (81,7.196198463439941)* (774,7.191954612731934)* (3499,7.0984787940979) (842,6.766495704650879)* (1207,6.72172737121582) (200,6.692617893218994) (1989,6.6649651527404785) (6932,6.650188446044922) (899,6.649319648742676) (3310,6.641786575317383)
75: (15,9.832149505615234) (11,8.013994216918945)* (592,7.16278600692749) (9,7.156271934509277) (13,6.833833694458008) (512,6.648488998413086) (1192,6.4269866943359375) (113,6.335466384887695) (493,6.205315113067627) (72,6.182058334350586) (269,6.0558762550354) (4,6.05533504486084)* (16,5.874477863311768) (135,5.803019046783447) (312,5.747801303863525)* (1116,5.7314300537109375) (262,5.726706504821777)* (147,5.721526145935059)* (265,5.681311130523682) (823,5.608725070953369)
76: (2072,9.913202285766602)* (3555,8.51504898071289)* (2605,8.44355583190918)* (3998,8.363014221191406) (2085,8.257550239562988)* (20678,8.203493118286133) (2,8.169838905334473)* (9,8.019956588745117)* (3140,8.00820541381836)* (2165,7.7566351890563965)* (4709,7.755581855773926) (1518,7.735150337219238) (3856,7.6802754402160645)* (810,7.616753578186035) (1906,7.5680694580078125) (3527,7.443986892700195) (7633,7.441524505615234) (4750,7.4072113037109375) (5187,7.399608612060547)* (254,7.399322986602783)
77: (4,13.018445014953613) (164,8.352646827697754)* (1063,7.570822238922119)* (519,7.543518543243408) (1278,7.521823883056641)* (559,7.326809883117676) (419,7.091554641723633) (528,7.01035213470459) (116,6.809793472290039)* (81,6.7538628578186035) (707,6.713383674621582)* (185,6.673192977905273) (131,6.644521713256836)* (2069,6.487210273742676)* (434,6.327510833740234) (889,6.280435562133789) (1774,6.237736701965332) (2059,6.17370080947876) (864,6.119596481323242) (1378,6.080442428588867)
78: (185,2.8456668853759766) (15,2.740504503250122) (560,2.5652377605438232) (136,2.444031238555908) (512,2.4184744358062744) (153,2.3875255584716797) (1273,2.1705641746520996) (519,2.125250816345215) (190,2.11883807182312) (707,2.1184983253479004) (1062,2.0892233848571777) (166,2.031325101852417) (1063,2.0300607681274414) (2069,1.9933245182037354) (3346,1.9848692417144775) (1144,1.9545494318008423) (806,1.9401308298110962)* (419,1.9211574792861938) (48,1.9129014015197754) (2779,1.9078737497329712)
79: (4,8.57503604888916) (0,7.8676323890686035) (48,7.149936199188232) (167,6.7142791748046875) (265,6.586501121520996)* (371,6.1701459884643555) (168,5.983298301696777)* (35,5.900730609893799) (519,5.793128967285156) (419,5.786262035369873) (147,5.780076026916504) (136,5.759734153747559) (298,5.705939292907715)* (107,5.688645362854004) (1242,5.666729927062988) (434,5.623037338256836) (68,5.566803932189941) (1273,5.5432891845703125) (1359,5.489510536193848)* (44,5.415304183959961)
80: (2,0.7361964583396912)* (420,0.5663012862205505)* (421,0.5422191619873047)* (8,0.5328975319862366) (226,0.5093517303466797)* (4,0.5086565017700195) (1,0.5066509246826172) (810,0.5066416263580322)* (388,0.4987681806087494)* (685,0.48337531089782715)* (1949,0.45207709074020386)* (1826,0.4497905671596527)* (721,0.4455105662345886) (716,0.4322810173034668)* (4122,0.410608172416687) (986,0.40523800253868103) (2932,0.39744144678115845)* (1867,0.39634430408477783)* (364,0.3927372694015503)* (1336,0.3916701078414917)
81: (523,9.469585418701172)* (2761,8.891443252563477) (1062,8.833333015441895)* (522,8.32836627960205) (2945,8.308005332946777)* (1103,7.962100028991699) (3008,7.901986598968506) (2975,7.534631729125977) (1221,7.363805770874023) (588,7.222905158996582) (561,7.213181495666504) (3430,7.157402038574219) (89,7.142057418823242) (92,7.114814758300781) (1184,7.0760416984558105) (842,7.063722133636475)* (762,6.8059234619140625)* (1435,6.747217178344727) (5872,6.719773292541504)* (2172,6.718062400817871)
82: (2322,2.6803598403930664) (7339,2.4466912746429443) (2236,2.4407906532287598) (58,2.3912105560302734) (1323,2.3431968688964844) (6544,2.3231053352355957) (1746,2.288137197494507) (2271,2.266967535018921) (6090,2.2346854209899902) (3712,2.2041497230529785) (3763,2.16453218460083)* (72,2.1563425064086914) (2321,2.126556873321533) (6987,2.0959343910217285) (3767,2.0765790939331055) (3748,2.073056221008301) (3750,2.0522289276123047) (6393,2.0406875610351562) (247,2.0242786407470703) (16,2.020669460296631)
83: (1027,7.075244903564453) (2846,6.843318462371826) (1830,6.54998254776001) (472,6.427731513977051) (1278,6.421904563903809) (479,6.355655670166016)* (7285,6.209964275360107) (3655,6.010738372802734) (53,5.984521865844727) (116,5.969097137451172) (124,5.962766647338867) (660,5.959382057189941) (501,5.907575607299805)* (74,5.900594234466553)* (4118,5.898692607879639)* (813,5.862755298614502) (1629,5.837346076965332) (153,5.823796272277832) (3108,5.81972599029541) (2624,5.768272399902344)
84: (559,8.082671165466309)* (4988,7.717984199523926) (777,7.263479232788086) (523,7.080717086791992) (2602,6.373862266540527)* (2102,6.371756076812744) (5614,6.362147331237793) (185,6.24074649810791) (1560,6.209658622741699) (87,6.177250385284424)* (1553,6.055352687835693) (4397,6.0051589012146)* (4359,5.99559211730957)* (136,5.838899612426758)* (1022,5.802621841430664)* (4232,5.721738815307617) (699,5.706575393676758) (589,5.674961090087891) (4601,5.620114326477051) (625,5.610379219055176)*
85: (0,14.515371322631836) (16,10.937679290771484)* (270,10.885099411010742)* (794,10.549055099487305)* (61,10.311140060424805) (6081,10.295519828796387)* (2328,10.144157409667969)* (559,10.095766067504883) (6016,9.614801406860352) (5998,9.284631729125977) (5997,9.229283332824707) (217,9.212297439575195) (4292,9.08491039276123) (539,8.993370056152344) (1242,8.929737091064453) (2398,8.894421577453613) (4601,8.623307228088379) (335,8.622358322143555) (1396,8.587623596191406)* (1832,8.522164344787598)
87: (2,0.7360507249832153) (420,0.5662254095077515) (421,0.5421080589294434)* (8,0.5328171253204346) (226,0.5092000961303711)* (4,0.5082184076309204)* (1,0.5066334009170532) (810,0.5064719319343567)* (388,0.49865293502807617)* (685,0.48328515887260437) (1949,0.45198336243629456)* (1826,0.44969308376312256)* (721,0.4453951418399811)* (716,0.43221405148506165) (4122,0.41049546003341675)* (986,0.4051447808742523) (2932,0.3973129987716675) (1867,0.39628785848617554) (364,0.39264392852783203)* (1336,0.3915698826313019)
88: (1116,11.67465591430664) (258,10.6879301071167)* (848,10.45266056060791)* (3402,10.349732398986816)* (3736,9.625972747802734)* (15098,9.487730026245117) (1831,9.096826553344727)* (2328,8.64156723022461)* (3448,8.5662841796875)* (103,8.25152587890625) (862,8.177227020263672)* (6498,8.126266479492188)* (592,7.977306365966797)* (368,7.903057098388672)* (3445,7.853975296020508)* (2266,7.760868072509766)* (142,7.75022554397583)* (921,7.729099273681641) (3035,7.559725761413574) (355,7.44407844543457)
89: (1431,0.9459419846534729) (392,0.8445929288864136) (124,0.8211665153503418) (1238,0.8143477439880371) (427,0.8140685558319092) (141,0.8132917881011963) (1393,0.8003545999526978) (102,0.8001540899276733) (970,0.7926014065742493) (451,0.7819579243659973) (7,0.7787717580795288) (424,0.7770721912384033) (336,0.7768738269805908) (1435,0.7708547115325928) (1452,0.7704019546508789) (73,0.765823245048523) (430,0.7606770992279053) (39,0.757285475730896) (4044,0.753516674041748) (1019,0.7450296878814697)
90: (15,4.5899434089660645) (11,2.9634649753570557) (67,2.919520854949951) (48,2.903275728225708) (159,2.8497743606567383) (168,2.672374725341797) (167,2.5770068168640137) (113,2.5429534912109375) (4,2.3840181827545166) (107,2.3614606857299805) (17,2.3402349948883057) (72,2.296534776687622) (185,2.2722487449645996) (9,2.269252061843872) (661,2.2544808387756348) (560,2.241631507873535) (54,2.2360475063323975) (0,2.220431089401245) (13,2.1906261444091797) (262,2.169553756713867)
91: (0,1.2068984508514404) (15,0.9904199242591858)* (2,0.9724537134170532) (1279,0.9567667245864868)* (434,0.8909623026847839)* (345,0.8704822063446045) (48,0.8439570665359497) (8,0.8145160675048828) (329,0.7764360904693604) (2077,0.7534389495849609)* (167,0.7412407398223877) (342,0.7362359762191772)* (11,0.714667558670044) (1814,0.6632571220397949) (51,0.63679438829422) (107,0.6292371153831482) (5,0.6211963295936584) (312,0.6104958057403564) (1832,0.6102795004844666) (716,0.596489667892456)
92: (15,12.414745330810547)* (18,9.243181228637695) (168,7.766928195953369)* (130,7.242865085601807) (721,7.209267616271973) (324,7.031467437744141)* (88,7.0076494216918945) (254,6.907393932342529) (820,6.796311378479004) (136,6.745048999786377)* (520,6.7071380615234375) (354,6.659003257751465) (265,6.619754791259766)* (674,6.544280529022217) (81,6.436643600463867) (50,6.435968399047852)* (374,6.37774658203125) (689,6.359607696533203) (170,6.241463661193848)* (889,6.189801216125488)*
93: (48,7.406785488128662) (15,6.267435550689697) (952,6.214088439941406) (131,6.144277095794678)* (13,6.136472702026367) (168,6.109644889831543) (174,5.925912857055664) (2328,5.855805397033691) (159,5.695925235748291) (764,5.687264442443848) (269,5.638601303100586) (215,5.614960670471191) (107,5.603760719299316) (1273,5.55006217956543) (14,5.533603668212891) (1180,5.478458881378174) (167,5.315162658691406) (54,5.246532440185547) (158,5.187662124633789) (366,5.162772178649902)
94: (625,7.829041481018066)* (806,7.620265960693359)* (560,7.38901424407959) (640,7.387526988983154) (941,7.3600287437438965)* (2137,7.210349082946777) (2814,7.093922138214111) (649,6.862768650054932)* (1278,6.817994594573975) (1629,6.624895095825195) (642,6.585857391357422)* (570,6.5828857421875) (166,6.488149642944336) (1088,6.385678768157959)* (1298,6.321374416351318)* (3655,6.233006000518799) (3114,6.2190656661987305)* (194,6.1669487953186035)* (1063,6.081147193908691) (3270,6.046241760253906)
95: (15,6.7923502922058105) (0,6.531195163726807) (4,5.603740215301514) (2,5.012139320373535) (167,4.64531135559082) (5,3.976377248764038) (48,3.858125686645508) (159,3.799069881439209) (674,3.7821688652038574) (35,3.6434688568115234) (173,3.617410182952881) (215,3.5627479553222656) (101,3.5563530921936035) (67,3.5415005683898926) (11,3.452547788619995) (366,3.416071891784668) (113,3.414919376373291) (169,3.410308599472046) (363,3.3707475662231445) (162,3.3504302501678467)
