userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.045759201049805)* (318,6.6315999031066895) (364,6.468421936035156) (593,6.187643051147461) (2987,5.692460536956787) (34,5.580101490020752) (2081,5.215635299682617) (1196,5.170337677001953) (1198,4.927821159362793) (1704,4.8776655197143555) (1022,4.738824844360352)* (589,4.708164691925049) (2085,4.643235206604004) (1225,4.5742950439453125) (2761,4.502077579498291) (3751,4.476326942443848) (2687,4.436985015869141) (2078,4.415338039398193) (2096,4.3592963218688965) (1210,4.35758113861084)
56: (593,9.237085342407227) (296,8.128512382507324)* (2997,7.74761962890625)* (1213,7.5481438636779785)* (1265,7.390377044677734) (1704,7.191878795623779) (356,6.844225883483887) (589,6.595727920532227) (2571,5.811522960662842) (47,5.739825248718262) (2324,5.704965591430664) (1784,5.703813076019287) (1358,5.503660678863525) (3006,5.303011894226074) (223,5.246816635131836) (2599,5.151648998260498) (2268,5.02043342590332) (1610,4.886249542236328) (1393,4.80565071105957) (3147,4.782137870788574)
57: (1259,4.529272079467773) (260,4.45097017288208) (3481,4.279822826385498) (541,4.057619094848633) (2959,3.86714243888855) (1200,3.836616039276123) (3897,3.7872934341430664) (1222,3.7224366664886475) (858,3.701436758041382) (1206,3.5207455158233643) (589,3.511467695236206) (2987,3.481822967529297) (2997,3.4815337657928467) (1240,3.45880126953125) (593,3.4421029090881348) (3160,3.4216034412384033)* (1214,3.3832435607910156) (110,3.3700666427612305) (2692,3.3391804695129395) (1210,3.2705814838409424)
58: (541,9.18436050415039)* (1200,9.018796920776367)* (2858,7.969376087188721)* (3793,7.613020420074463) (750,7.568460464477539)* (1,7.544675350189209) (32,7.423429489135742)* (1291,7.092897891998291) (1036,6.981525421142578) (2968,6.819366931915283)* (1265,6.815730094909668) (480,6.691430568695068)* (318,6.635478496551514)* (50,6.634609222412109) (1259,6.621250629425049) (1222,6.592537879943848)* (2916,6.580150604248047) (1584,6.549715042114258) (2529,6.4951629638671875)* (2987,6.365935325622559)
59: (2997,2.286085844039917)* (1199,2.2675228118896484) (750,2.1800498962402344)* (1206,1.819443941116333) (32,1.7838141918182373) (541,1.7654602527618408)* (29,1.7454992532730103) (924,1.691706895828247) (1148,1.6673932075500488) (1921,1.622678279876709) (2571,1.619860291481018) (2692,1.587406873703003) (1077,1.477628231048584) (2010,1.4592905044555664) (2968,1.4224905967712402) (745,1.4074255228042603) (1136,1.3734087944030762) (1748,1.368842601776123) (1248,1.3523187637329102) (260,1.3220051527023315)
60: (2987,5.245061874389648) (480,4.707557678222656) (1580,4.567049503326416) (733,4.519550323486328) (2762,4.390514850616455) (590,4.253378868103027) (587,4.190738201141357) (648,4.160686492919922) (349,4.005453109741211) (3114,3.9573004245758057) (1617,3.660352945327759) (457,3.6575050354003906) (1610,3.5412988662719727) (2006,3.5362672805786133) (11,3.5235066413879395) (3256,3.4994168281555176) (2763,3.486992120742798) (316,3.4316914081573486) (3005,3.4046664237976074) (2997,3.360673427581787)
61: (3793,7.58355712890625) (3510,6.278471946716309) (3798,6.166370868682861) (3408,6.111851692199707) (3555,6.100512504577637) (3755,5.234539031982422) (3624,5.084783554077148) (3916,4.814887523651123) (3751,4.6637983322143555) (3623,4.631755828857422) (3481,4.600039005279541) (3617,3.8744919300079346) (3752,3.8383357524871826) (3409,3.828641891479492) (3301,3.7708382606506348) (3952,3.6690304279327393) (3484,3.628101348876953) (3893,3.5074503421783447) (3536,3.4679648876190186) (3911,3.4461755752563477)
62: (1252,7.91477108001709) (908,6.778246879577637) (969,6.666656494140625)* (1084,6.20477294921875) (2352,6.1624040603637695) (924,6.0335693359375) (1953,6.028179168701172) (903,5.713951110839844) (1952,5.594791412353516) (923,5.55373477935791) (1234,5.352160930633545) (1230,5.2784833908081055) (1617,5.2183122634887695) (930,5.208761692047119)* (3471,5.185682773590088) (3468,5.138214111328125)* (1086,5.060308456420898) (942,5.041118621826172) (3035,5.037508964538574) (1196,5.02806282043457)
63: (2997,11.887069702148438) (2858,8.901867866516113)* (2762,7.222562313079834)* (2683,7.181192874908447) (3793,7.14710807800293) (2959,7.13228702545166) (2355,6.826874732971191) (2908,6.49509859085083) (3081,6.063601493835449) (2710,5.988009929656982) (785,5.80800724029541) (2336,5.445699214935303) (913,5.008392333984375) (3298,4.989349365234375) (2707,4.855746269226074) (3408,4.800022125244141) (1127,4.79499626159668) (2686,4.6926984786987305) (2028,4.553236484527588) (1093,4.362314224243164)
64: (589,6.213776588439941) (2571,5.463557720184326) (480,5.305372714996338) (1580,4.164156436920166) (2628,4.146848678588867) (3753,4.119058609008789) (1210,3.9969499111175537)* (260,3.953608274459839) (2762,3.8098511695861816)* (3081,3.763817310333252) (1196,3.7614147663116455) (457,3.5663485527038574) (780,3.564012050628662) (2959,3.2356414794921875) (3300,3.213012218475342) (593,3.19706130027771) (2997,3.128126621246338) (733,3.111362934112549) (1198,3.0970330238342285)* (2706,3.0551371574401855)
65: (2716,2.5456480979919434) (913,2.1922359466552734) (2355,1.9968898296356201) (2683,1.9861901998519897) (3175,1.6941719055175781) (3114,1.690772533416748)* (223,1.5907325744628906) (2997,1.5815870761871338) (588,1.5810635089874268)* (2700,1.518787145614624) (1127,1.484506607055664) (2770,1.432852864265442) (1291,1.4328210353851318)* (2706,1.3339897394180298) (1,1.3221068382263184)* (2396,1.320425271987915) (1210,1.3032665252685547)* (1198,1.2882380485534668)* (2761,1.2872631549835205) (2394,1.2778794765472412)
66: (110,5.765231132507324)* (589,5.65736198425293) (1259,5.075597763061523)* (2028,4.64601469039917)* (3753,4.263021469116211)* (2706,3.9301016330718994) (1210,3.849315881729126) (2683,3.692758560180664) (1196,3.620346784591675)* (1580,3.601956844329834) (260,3.498251438140869) (527,3.460142135620117) (1270,3.244138240814209) (593,3.2005538940429688) (2997,3.1940407752990723) (1704,3.1544570922851562) (318,3.1214911937713623) (3450,3.0485382080078125) (1250,3.0131571292877197) (2571,2.9635531902313232)
67: (1250,7.038341522216797) (1193,6.302273273468018) (923,5.5514655113220215)* (858,5.350052356719971) (3468,5.271974086761475) (3095,5.214247703552246) (1084,5.209471702575684)* (920,5.153061866760254) (1259,5.076615810394287) (3363,5.026580810546875) (1225,5.000650405883789) (912,4.991476058959961) (1221,4.9390363693237305) (1104,4.844272613525391) (953,4.839162826538086) (1263,4.659712791442871) (1228,4.631807327270508) (1103,4.42757511138916) (1208,4.421030521392822) (1957,4.377740859985352)
68: (2997,7.501163959503174)* (1,6.474799156188965) (1265,6.101109027862549) (1394,5.601385593414307) (3421,5.536375999450684) (1079,5.445164680480957) (1197,5.375957489013672)* (1148,5.307753562927246) (1288,5.155485153198242) (2804,5.073098182678223) (1080,5.06348180770874)* (2599,5.058775424957275) (2791,5.034539222717285) (2716,4.874112606048584) (3114,4.847498893737793) (588,4.802554607391357) (3481,4.767677307128906) (1235,4.660881042480469) (2987,4.65510892868042) (1294,4.649031639099121)
69: (150,6.384814262390137) (36,6.374215602874756) (1213,6.202644348144531) (527,6.197142124176025) (318,6.18455696105957) (1094,6.008932590484619) (3100,5.77028751373291) (608,5.590251922607422) (2028,5.552645683288574) (2858,5.492730140686035)* (1183,5.461893081665039)* (590,5.414892196655273) (2324,5.402770042419434) (1393,5.354064464569092) (2268,5.352075576782227) (508,5.333768844604492) (3252,5.251847267150879) (3006,5.2337117195129395)* (778,5.074808120727539) (300,4.998165130615234)
70: (2997,8.800529479980469)* (2355,8.319454193115234)* (2706,8.071666717529297)* (2858,7.873857021331787)* (2599,6.511960506439209) (2710,5.966100692749023) (2502,5.809770584106445) (2580,5.567909240722656)* (2770,5.518903732299805) (3175,5.489428520202637)* (785,5.325203895568848) (3578,5.291075706481934)* (2707,5.1479082107543945) (2605,5.09178352355957) (2333,5.049029350280762) (3176,5.032530784606934)* (2908,5.013133525848389) (1093,4.915110111236572) (1127,4.800978183746338)* (2761,4.796097755432129)
71: (3793,6.854765892028809) (2987,6.137384414672852) (2706,6.0955352783203125) (3578,5.6835432052612305) (2858,5.556435585021973) (3753,4.973589897155762) (2762,4.865314483642578) (3623,4.498067855834961) (2716,4.074184417724609) (2959,4.030961513519287) (3555,4.026888370513916) (3798,4.014882564544678) (2688,3.8779404163360596) (2881,3.8627710342407227) (589,3.699117660522461) (2707,3.678859233856201) (2355,3.6280412673950195) (2763,3.610936164855957) (3298,3.5524497032165527) (1210,3.4243245124816895)
72: (2858,5.813197135925293) (527,5.320281028747559) (318,5.144616603851318) (1,4.997182846069336) (2396,4.748721122741699)* (110,4.558239936828613) (1721,4.428366661071777) (1784,4.417694568634033) (480,4.218966484069824) (3408,4.199841499328613) (1704,4.127063274383545)* (1265,4.013413429260254) (608,3.9981515407562256) (34,3.7879886627197266) (2762,3.7125842571258545) (587,3.5080199241638184)* (1617,3.4860973358154297) (3948,3.4673123359680176) (457,3.3972201347351074) (3147,3.369150161743164)
73: (3793,9.351668357849121) (1580,7.885543346405029) (480,7.855486869812012) (1196,7.476604461669922)* (2628,6.857327461242676) (260,6.750609397888184) (1197,6.742466926574707)* (2987,6.43510627746582) (780,6.360396385192871) (648,6.282891750335693) (3175,6.1267900466918945)* (1127,5.525819778442383) (2167,5.447161674499512) (1200,5.346224784851074)* (1259,5.333789348602295) (1517,5.330113887786865) (316,5.274969100952148) (592,5.123369216918945)* (2706,5.118056297302246) (2683,5.1107683181762695)
74: (1213,5.302759170532227) (2997,5.113792419433594) (2858,4.748006343841553) (1230,4.743727207183838) (318,4.512022495269775) (527,4.399483680725098) (1089,4.133020401000977) (1193,4.075243949890137) (904,4.031667709350586) (1179,4.016158103942871) (858,3.932405948638916)* (3006,3.8778891563415527) (1358,3.722649335861206) (2762,3.6692070960998535) (111,3.637298107147217) (1221,3.6253256797790527) (1267,3.5967259407043457)* (2289,3.545727252960205) (903,3.538153886795044) (2396,3.432328224182129)
75: (588,12.34839153289795) (1367,9.278924942016602) (2085,8.829570770263672) (595,8.403104782104492) (586,7.83658504486084)* (2,7.754347324371338)* (2687,7.745604991912842)* (2053,7.383576393127441)* (2761,7.363670349121094)* (34,6.648144245147705) (3034,6.461104393005371) (1033,6.397453784942627)* (239,6.33563756942749)* (1015,6.152861595153809)* (3489,5.879112720489502) (1022,5.817140579223633) (2018,5.792013645172119) (362,5.775014400482178) (2137,5.663397789001465) (2096,5.655196189880371)
76: (2997,8.63475227355957) (608,8.114485740661621)* (2028,7.599881649017334) (527,7.184436321258545) (3006,7.059947967529297) (1704,6.570441246032715)* (110,5.629392623901367) (3481,5.582846641540527) (2599,5.532199859619141) (589,5.52334451675415) (3114,5.45004940032959) (3751,5.276695251464844) (457,5.219925880432129) (47,5.161115646362305)* (3897,5.126239776611328)* (1249,5.11049747467041)* (2324,4.972134590148926) (34,4.939605712890625) (1148,4.910922527313232)* (1265,4.858848571777344)
77: (2858,4.293322563171387)* (2396,2.6457643508911133) (2599,2.6436662673950195)* (223,2.371544361114502) (2762,2.370011806488037)* (1617,2.036717176437378) (2959,2.0328125953674316) (608,2.0162954330444336) (2395,1.9937688112258911)* (2987,1.949334740638733) (593,1.9086172580718994) (3176,1.8918063640594482) (296,1.8260390758514404) (3174,1.8192729949951172)* (2706,1.8142127990722656) (2355,1.808671474456787) (2692,1.7962961196899414) (2908,1.748025894165039) (318,1.73308265209198) (1,1.7243472337722778)
78: (588,9.627340316772461) (2997,8.365364074707031) (1148,6.97869873046875) (357,6.03319787979126)* (2359,5.70945930480957) (1223,5.336726188659668) (3751,5.316298007965088) (2599,5.3161940574646)* (595,5.2554521560668945) (1537,5.234495162963867)* (838,5.164292812347412) (1885,5.126622200012207) (1580,5.105368614196777) (2395,5.045948028564453) (1923,5.022470951080322) (1282,4.972635269165039) (2289,4.940188407897949)* (3253,4.829262733459473) (141,4.735423564910889) (356,4.669164180755615)*
79: (1249,3.529564619064331) (3578,3.085015296936035) (3753,3.0768632888793945) (3081,2.950054168701172) (3510,2.9459609985351562)* (3798,2.8833608627319336) (3751,2.821181058883667) (1407,2.653257369995117) (3555,2.6192679405212402) (3481,2.548431634902954) (2858,2.473145008087158) (2762,2.4576358795166016) (3897,2.43148136138916) (3160,2.4242796897888184) (593,2.3265445232391357) (3176,2.318635940551758)* (589,2.2503833770751953) (2710,2.24251651763916) (3147,2.2102866172790527) (1258,2.185225009918213)
80: (110,2.510446786880493)* (590,2.023050546646118)* (1183,1.9497569799423218) (1242,1.7960479259490967) (2028,1.7682448625564575)* (266,1.6483023166656494) (1250,1.6214821338653564) (1222,1.5750243663787842) (3256,1.5727753639221191) (356,1.5043439865112305)* (733,1.4654595851898193) (2944,1.4539384841918945) (1610,1.4515509605407715) (2006,1.4207011461257935)* (3578,1.4190709590911865) (1090,1.3778223991394043) (2427,1.3588695526123047)* (553,1.3557004928588867) (3753,1.3500449657440186) (1201,1.3379220962524414)
81: (858,8.515737533569336) (923,6.96493673324585) (1248,6.853517532348633) (1250,6.295130729675293) (1230,6.288639068603516)* (608,6.057563304901123) (1617,5.8457159996032715)* (260,5.77347469329834)* (593,5.692378997802734) (1267,5.658400535583496)* (1256,5.543930530548096) (1208,5.468563556671143) (910,5.398009300231934) (1225,5.3914079666137695) (2858,5.3286848068237305) (541,5.289430141448975) (1204,5.281453609466553) (527,5.278480529785156) (1136,5.1953229904174805) (919,5.180891036987305)
82: (2028,7.985695838928223) (3147,7.579818248748779)* (50,7.029792785644531) (1,6.441097259521484) (1265,6.30323600769043) (296,6.247927665710449)* (733,6.108683109283447)* (1625,6.036626815795898)* (377,5.82011604309082) (1580,5.7612104415893555) (1213,5.697562217712402) (454,5.588778495788574) (349,5.476609230041504)* (3256,5.4452714920043945)* (2501,5.3918914794921875)* (2353,5.353512287139893)* (2058,5.335934638977051) (2628,5.129860877990723) (1573,5.002408027648926) (2396,4.938617706298828)
83: (2997,7.00681209564209) (1197,6.675257682800293) (2683,6.37744140625) (3175,6.073427200317383)* (1210,5.961782455444336) (1198,5.598224639892578) (2858,5.530080795288086) (2706,5.248563289642334) (1291,5.199709892272949) (1097,5.110795974731445)* (3793,5.095564842224121) (3081,5.085728645324707) (2959,4.924834728240967)* (2605,4.613764762878418) (2688,4.551074981689453) (2826,4.352461338043213) (223,4.348830223083496) (3114,4.313178062438965) (2394,4.287342548370361) (1259,4.223050117492676)
84: (260,3.8563144207000732)* (1210,3.427781581878662)* (1198,3.047299385070801)* (1240,2.579437732696533)* (589,2.4316911697387695) (858,2.3826255798339844) (1270,2.3491547107696533) (2571,2.3253633975982666)* (1197,2.3108863830566406)* (541,2.2170228958129883) (1200,2.1948771476745605)* (1291,2.1802101135253906)* (1097,2.168213367462158) (1214,2.152768850326538)* (2028,2.036569595336914)* (1221,1.8701368570327759) (480,1.7939033508300781)* (2628,1.7458436489105225) (527,1.7402983903884888)* (1374,1.7215602397918701)
85: (3793,8.334539413452148) (3578,6.284478664398193) (3798,6.273890972137451) (3753,5.977028846740723) (2762,5.080223083496094) (3555,4.903886318206787) (3948,4.855991363525391) (2706,4.725194931030273) (3623,4.525069236755371) (3409,4.477481365203857)* (3897,4.454751491546631) (3752,4.09296178817749) (589,3.6739044189453125) (3863,3.5742361545562744) (3751,3.5477631092071533) (3717,3.546064853668213) (3300,3.543060064315796) (3176,3.493774890899658) (3081,3.472026824951172) (3481,3.4631123542785645)
86: (589,6.4833879470825195) (587,4.706392765045166) (1196,4.490583896636963) (2571,4.489820957183838) (1198,4.321186065673828) (110,4.27720308303833) (2987,4.13748025894165) (588,4.127381324768066) (733,4.126959800720215) (2,4.067168712615967) (1,4.0335869789123535) (457,4.018120765686035) (2355,3.9303202629089355) (1097,3.8589930534362793) (780,3.7772114276885986) (919,3.6528337001800537) (593,3.636134147644043) (1291,3.6258199214935303) (595,3.6200249195098877) (356,3.5897419452667236)
87: (1198,6.4678239822387695)* (1036,6.048820495605469) (480,5.921661853790283)* (1210,5.859232425689697) (260,5.8453826904296875)* (2028,5.420576572418213)* (1196,5.286898136138916)* (2058,4.4779510498046875) (858,4.469951629638672) (1197,4.454790115356445) (3753,4.4283671379089355) (2916,4.40646505355835) (1580,4.376550674438477) (1200,4.371796607971191) (648,4.354154586791992) (3256,4.337930202484131) (733,4.324837684631348)* (2194,4.177253723144531)* (2948,4.140293598175049) (1374,4.137914657592773)
88: (593,8.423563957214355) (2858,7.217867851257324) (1196,6.6290178298950195) (260,6.176972389221191) (1247,5.954555988311768) (2804,5.859173774719238) (296,5.633744239807129) (1213,5.632479190826416) (2918,5.384209156036377) (1270,5.369940280914307) (1097,5.327670097351074) (919,5.18009090423584) (1136,5.129661560058594) (1197,5.112123966217041) (1617,5.054571151733398) (1957,5.0298075675964355)* (1394,4.9861063957214355) (50,4.966222286224365) (1252,4.962226390838623) (1299,4.88228702545166)*
89: (593,5.418300151824951) (318,5.190675735473633) (2858,5.010295867919922) (858,4.710212230682373) (110,4.330267906188965) (260,3.9329538345336914) (1221,3.9077882766723633) (608,3.82456636428833) (1198,3.7979238033294678) (296,3.7812552452087402) (3578,3.775587558746338) (1213,3.726680040359497) (1196,3.5786890983581543) (1259,3.3877615928649902) (3753,3.3417704105377197) (2762,3.3310112953186035) (589,3.1588101387023926) (1210,3.075272560119629) (50,3.0523335933685303) (912,2.9950432777404785)
90: (2987,7.045609951019287) (1617,6.356080055236816)* (593,6.1118059158325195) (589,5.900769233703613) (296,5.437702655792236) (1,5.093122482299805) (3052,5.037023544311523) (3793,4.923585891723633) (21,4.910063743591309) (3753,4.901371002197266) (1732,4.871711254119873) (3751,4.842217445373535) (648,4.664809703826904) (1213,4.612130641937256) (3481,4.5910491943359375) (6,4.564610481262207) (2571,4.5565409660339355) (1517,4.500494956970215) (3623,4.4600300788879395) (3301,4.44819974899292)
