userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
17: (1584,13.81236457824707)* (541,10.820528984069824)* (1396,10.757814407348633) (3702,8.367671966552734) (1676,7.85729455947876) (2393,7.728440284729004) (1200,7.721454620361328)* (1215,7.41254997253418)* (2664,7.385313510894775)* (1372,6.983087539672852) (2968,6.339369773864746) (29,5.9196672439575195) (2628,5.819570541381836) (2009,5.5641889572143555) (2094,5.374697685241699) (3697,5.254743576049805) (3623,5.250040054321289) (3751,5.250040054321289)* (1307,5.250040054321289) (1358,5.250040054321289)*
948: (908,4.846833229064941)* (1201,4.829168319702148)* (2944,4.700422763824463) (2951,4.543240547180176)* (2664,4.534604549407959) (3062,4.3920793533325195) (2019,4.30222749710083) (1019,4.279855728149414)* (1294,4.2658772468566895)* (1269,4.214273452758789) (1272,4.179492950439453)* (541,3.998225450515747)* (1284,3.8983938694000244) (1953,3.865662097930908) (2921,3.8569774627685547) (3508,3.8091392517089844) (1252,3.7091586589813232) (903,3.685533046722412)* (1927,3.6567955017089844) (3494,3.564128875732422)
958: (2997,4.2561235427856445)* (908,4.0895819664001465)* (1252,4.019218444824219)* (111,3.9461817741394043)* (1248,3.8684022426605225) (922,3.658219814300537) (3683,3.55956768989563)* (2599,3.5195910930633545) (1193,3.4881646633148193)* (1952,3.387878894805908) (1213,3.3372983932495117)* (1267,3.3143372535705566)* (608,3.288087844848633)* (1204,3.161858081817627) (903,3.1365325450897217) (2064,3.113804340362549)* (2289,3.0751123428344727) (3307,3.057615280151367) (1284,2.9863638877868652) (1617,2.9220070838928223)
960: (1617,3.845667600631714) (608,3.592799186706543)* (2599,3.553424835205078) (2762,3.275336265563965) (3481,3.1676957607269287) (3006,3.1193127632141113) (2908,2.935356616973877) (2692,2.9134116172790527) (1923,2.8394956588745117) (3408,2.8060922622680664) (3147,2.790282726287842) (3578,2.7746682167053223) (1673,2.7704901695251465) (3911,2.7645652294158936)* (2336,2.7363953590393066)* (1265,2.6913809776306152) (1089,2.675042152404785) (2324,2.647188425064087) (2890,2.6312596797943115) (36,2.6246490478515625)
980: (1198,3.682786226272583)* (1240,2.6414151191711426) (2028,2.6374526023864746)* (919,2.5579938888549805) (3578,2.50443696975708) (745,2.4977798461914062) (3624,2.4795796871185303) (3793,2.424111843109131) (2019,2.351475715637207) (480,2.3211865425109863) (2761,2.2998647689819336) (457,2.2754058837890625)* (1,2.2517690658569336) (541,2.2487456798553467) (1374,2.1872167587280273) (1223,2.181157112121582) (1036,2.1792140007019043) (595,2.1116254329681396) (2355,2.107903480529785) (2628,2.1041080951690674)
984: (913,5.151449203491211) (1294,5.11567497253418)* (3035,4.771745681762695)* (912,4.758072376251221)* (3037,4.738430023193359) (920,4.453670501708984)* (1252,4.419262886047363)* (1233,4.405945777893066)* (3671,4.367178440093994) (2067,4.26030969619751)* (919,4.22894811630249)* (1207,4.152441024780273)* (3196,4.149338722229004) (2000,4.110442638397217) (1225,4.028953552246094) (11,4.010028839111328) (480,3.978996992111206)* (3508,3.9640002250671387) (527,3.8332021236419678) (2565,3.7890102863311768)
1017: (2664,7.005064010620117)* (1261,6.520112991333008) (1258,6.462285041809082)* (1994,6.422933578491211)* (2459,6.067070007324219) (1334,5.938291072845459) (3499,5.817537307739258) (1327,5.572470664978027) (2710,5.533397674560547) (1407,5.440744400024414) (2513,5.187148571014404)* (1215,5.177409648895264) (1970,4.98886775970459) (1991,4.841061115264893) (253,4.802684307098389) (2995,4.764480113983154) (1339,4.744011402130127) (3576,4.710407257080078) (1342,4.666006565093994) (3727,4.578546524047852)
1027: (608,3.328392744064331) (110,3.2844951152801514)* (1193,3.058112144470215)* (1213,2.847585678100586)* (1704,2.5503103733062744) (908,2.432107925415039) (2997,2.16867733001709) (1196,2.152214527130127) (1090,2.1124911308288574) (1225,2.0858728885650635)* (260,2.069997549057007) (2762,2.0588841438293457) (2324,2.025664806365967) (1617,2.0185842514038086) (1198,1.9565988779067993) (2791,1.9517501592636108) (3147,1.880876898765564) (1673,1.8627452850341797) (3753,1.8428876399993896) (1250,1.789890170097351)
1058: (1127,5.071280479431152) (1240,5.01972770690918) (2916,4.116110801696777)* (1259,4.098529815673828)* (2700,4.084545612335205) (1221,4.057841777801514)* (1374,3.980990409851074)* (608,3.928349256515503)* (3753,3.861543893814087) (1193,3.8244588375091553)* (1527,3.7269277572631836) (3555,3.7017033100128174) (3300,3.6808533668518066) (2355,3.6634957790374756) (3114,3.6392672061920166) (1097,3.628962993621826) (3703,3.589970350265503)* (1215,3.5697197914123535) (1136,3.5284423828125)* (527,3.5198092460632324)
1068: (597,4.252533435821533) (2081,4.155719757080078) (1569,4.124820232391357) (1028,3.855271339416504)* (2572,3.8039302825927734) (1721,3.796708106994629) (588,3.7711358070373535) (587,3.7307233810424805)* (2125,3.6576220989227295)* (253,3.531780481338501) (2694,3.497962474822998) (47,3.478043794631958) (1088,3.4644463062286377) (3081,3.4262607097625732) (3255,3.3981399536132812) (2581,3.380117177963257) (2355,3.3496901988983154) (1682,3.334085464477539)* (2087,3.315150737762451)* (1059,3.311326742172241)
1090: (527,3.3821470737457275) (110,3.1604151725769043) (2858,2.9350242614746094) (1213,2.7941722869873047) (457,2.533874034881592) (1617,2.4921517372131348) (3147,2.4596824645996094) (1721,2.404463529586792) (2571,2.3625359535217285) (150,2.341763496398926) (590,2.3276259899139404) (1198,2.3098766803741455) (1193,2.2972233295440674)* (260,2.262661933898926) (2396,2.204885482788086) (3578,2.1740851402282715) (1196,2.1528146266937256) (1089,2.0133094787597656) (3753,1.9801506996154785) (3408,1.964430809020996)
1101: (260,4.5024003982543945)* (32,3.9374265670776367)* (2571,3.9057300090789795)* (1200,3.892486095428467) (3471,3.88443922996521) (1097,3.4648375511169434) (1584,3.4055981636047363) (2716,3.4017300605773926) (1208,3.308194637298584)* (1527,3.296680450439453)* (1193,3.26432466506958)* (1258,3.204653739929199) (1259,3.1814379692077637) (3793,3.136136054992676) (1617,3.1051478385925293) (3578,3.0404064655303955) (1748,3.0368871688842773)* (1270,3.0286622047424316) (1080,3.027010917663574)* (527,3.0033726692199707)
1120: (364,5.787285804748535)* (1136,5.607537269592285)* (3114,5.5265631675720215)* (1032,5.245226860046387)* (2096,5.213879585266113)* (1517,4.84788179397583)* (1907,4.562717437744141) (2011,4.521729946136475)* (2716,4.513790607452393)* (1035,4.471847057342529)* (3397,4.341483116149902)* (2394,4.29371452331543)* (2628,4.26059627532959) (586,4.243478775024414) (2124,4.173852920532227) (2302,4.031632423400879) (500,3.950111150741577) (1566,3.9203152656555176) (3450,3.8464138507843018)* (1380,3.831596612930298)*
1121: (527,4.4723734855651855)* (597,4.400145530700684) (17,4.302336692810059) (377,4.190726280212402)* (1183,4.149984836578369)* (440,3.9388959407806396)* (2324,3.911928653717041) (2671,3.8868160247802734) (150,3.8265185356140137) (3147,3.8221940994262695) (21,3.814394474029541)* (2997,3.8136868476867676) (39,3.763542413711548) (3006,3.750549793243408) (1721,3.6773905754089355) (2763,3.6163253784179688) (454,3.607710361480713) (3952,3.5441908836364746) (58,3.514225959777832) (110,3.487731695175171)*
1133: (296,4.70578670501709)* (3578,3.968472480773926) (1617,3.6974539756774902) (1196,3.1858038902282715)* (1193,3.1744017601013184)* (6,3.1149685382843018) (3753,3.091693162918091) (1673,2.9801692962646484) (260,2.9427387714385986) (2571,2.8833916187286377) (1214,2.785702705383301) (1704,2.779897689819336) (3147,2.7052063941955566) (1466,2.6508708000183105) (1250,2.628718376159668)* (1198,2.622054100036621) (3555,2.5797934532165527) (3897,2.572131633758545) (457,2.5506770610809326) (1249,2.548722743988037)
1178: (1617,2.5977771282196045) (1267,2.316194534301758) (913,2.3131422996520996) (1284,2.2994961738586426) (930,2.122093677520752) (922,2.027390241622925) (908,2.003675699234009) (1086,1.986483097076416) (1248,1.9213347434997559) (2203,1.8122360706329346) (3334,1.7983399629592896) (1344,1.7045955657958984) (928,1.681963324546814) (1212,1.6756250858306885) (933,1.6650478839874268) (608,1.5670874118804932) (2206,1.4903292655944824) (1179,1.4779314994812012) (911,1.4183058738708496)* (916,1.415160894393921)
1224: (913,5.918790817260742) (1252,5.457695007324219) (922,4.772934436798096)* (1284,4.669365406036377) (3543,4.554342269897461) (1296,4.498323440551758) (903,4.473877429962158)* (1674,4.436749458312988)* (3334,4.4036149978637695) (1952,4.143954753875732) (1250,4.095087051391602) (1193,4.033535003662109)* (928,4.032510757446289) (916,3.9470272064208984) (1172,3.932006359100342) (2067,3.8837599754333496) (955,3.877840518951416) (1945,3.868494987487793)* (1234,3.855741500854492)* (2333,3.839475154876709)
1228: (2028,5.100654602050781) (527,4.350013732910156)* (110,3.9472408294677734) (457,3.9162044525146484)* (2396,3.509644031524658) (1213,3.4604125022888184)* (3481,3.367858409881592) (1704,3.345324754714966)* (1193,3.2368624210357666)* (3897,3.155726194381714) (480,3.1497750282287598)* (3006,3.0987963676452637)* (1240,3.019484043121338) (3418,2.963019371032715) (3578,2.9214835166931152)* (1089,2.8429017066955566) (1584,2.8167707920074463) (1221,2.7544708251953125) (1249,2.7535903453826904) (2289,2.741978168487549)
1273: (912,5.7902302742004395)* (913,5.487043857574463) (2997,4.894176483154297)* (2289,4.56888484954834)* (905,4.430355072021484) (1617,4.368941783905029)* (1225,4.279382705688477)* (1221,4.266420841217041) (1952,4.261950492858887) (1204,4.155526638031006) (1193,4.142860412597656)* (1248,4.129186153411865) (1235,4.124990463256836)* (1294,4.096261978149414)* (1269,4.046784400939941) (903,4.033670425415039) (1288,4.018111228942871) (1276,3.9008677005767822) (34,3.836012363433838) (745,3.750084638595581)*
1289: (1240,3.0271472930908203) (1225,2.923072338104248)* (1097,2.9179186820983887) (527,2.9087533950805664) (2028,2.9052481651306152)* (541,2.76572847366333) (1214,2.704897165298462) (1193,2.651310682296753)* (1204,2.5872342586517334)* (1250,2.5280723571777344) (908,2.501404047012329) (1207,2.4619743824005127) (1221,2.4548254013061523) (110,2.429295063018799) (1259,2.4067556858062744) (1036,2.3617496490478516) (3471,2.3003976345062256) (1961,2.2391395568847656) (920,2.229666233062744) (2571,2.220877170562744)
1339: (457,3.8918204307556152) (733,3.4195754528045654) (3256,3.308784246444702) (6,3.015869617462158) (2353,2.891873359680176) (1608,2.8541722297668457) (21,2.844797134399414) (2028,2.8102474212646484) (165,2.7833621501922607)* (1036,2.7037160396575928) (2396,2.6565089225769043)* (648,2.5950865745544434) (2762,2.5725955963134766) (480,2.5389342308044434) (1408,2.4510293006896973) (1500,2.4408934116363525) (1573,2.4326324462890625) (2000,2.38934326171875)* (1552,2.369267463684082) (1597,2.340890407562256)
1343: (1270,5.023571968078613)* (2997,4.836271286010742)* (1077,4.744359016418457)* (541,4.446475028991699)* (1288,4.347020149230957) (1252,4.270648002624512)* (1136,4.092949390411377)* (1259,3.9587860107421875) (3471,3.8813414573669434) (1244,3.802368640899658)* (3504,3.7623956203460693)* (2797,3.757932186126709) (2064,3.7449231147766113)* (1276,3.5596625804901123)* (3911,3.477032423019409) (260,3.468904495239258) (1269,3.418710470199585) (1238,3.3581647872924805) (1080,3.3547091484069824)* (1148,3.284747838973999)
1365: (1196,4.094193935394287) (1240,3.6415083408355713) (1198,3.257835626602173) (1270,3.1653780937194824) (3471,3.097034454345703)* (1225,2.707510471343994) (1090,2.4985241889953613) (527,2.482773780822754)* (1961,2.4341681003570557) (1206,2.432196855545044) (919,2.4301395416259766) (1036,2.409604549407959) (1374,2.343034505844116) (1222,2.252591133117676) (110,2.2437567710876465) (1193,2.23978328704834)* (1221,2.2263262271881104) (2716,2.2068190574645996) (912,2.1818788051605225) (1242,2.172231435775757)
1374: (1213,3.4321885108947754)* (1193,3.412238836288452)* (296,3.262019634246826) (2396,3.193509340286255) (36,3.181161403656006) (912,3.1779885292053223) (1617,3.142242908477783) (1952,2.976436138153076)* (1704,2.918548345565796) (2336,2.8082404136657715) (2997,2.7826077938079834) (2324,2.7736124992370605) (1225,2.7372217178344727) (246,2.7225537300109863) (923,2.702745199203491) (3260,2.61228084564209)* (1280,2.5959644317626953)* (1221,2.55995512008667) (3095,2.4938461780548096)* (1183,2.4742801189422607)
1422: (1196,4.059023380279541)* (1136,3.9677960872650146)* (1270,3.9488768577575684)* (527,3.806194305419922)* (2858,3.7951042652130127) (2028,3.7493627071380615) (2716,3.6484270095825195) (1259,3.5106756687164307) (3671,3.504168748855591)* (3114,3.499613046646118) (1214,3.488917589187622) (919,3.4756083488464355) (2355,3.450507879257202) (480,3.4453823566436768) (1193,3.4403090476989746)* (2302,3.243664503097534) (1200,3.1352736949920654) (1240,3.1258811950683594) (2571,3.1095471382141113) (908,3.041421413421631)
1427: (3578,4.383469104766846) (260,3.6210358142852783)* (3793,3.5047993659973145)* (3510,3.434741497039795) (588,3.1234092712402344)* (1270,3.0853688716888428) (3481,3.0302062034606934) (364,3.0238871574401855)* (2628,2.9218780994415283) (2706,2.90396785736084) (2716,2.825594663619995) (3897,2.7645373344421387) (3408,2.7510266304016113) (3948,2.668163776397705) (1097,2.664158344268799) (2700,2.6472408771514893) (2291,2.6442317962646484)* (296,2.571608304977417)* (1035,2.5634775161743164) (1036,2.4436097145080566)
1447: (1215,4.488977432250977)* (32,4.222333908081055)* (2571,4.089984893798828)* (2997,4.053900718688965)* (588,3.9399139881134033) (1136,3.924294948577881) (47,3.902984142303467) (592,3.8882577419281006)* (2291,3.8663594722747803)* (745,3.8517909049987793)* (1407,3.7639694213867188) (3253,3.5506021976470947)* (2987,3.5481793880462646) (1394,3.546980619430542)* (778,3.5436816215515137)* (70,3.523874521255493) (3499,3.47080135345459) (527,3.465167760848999)* (2174,3.46400785446167) (2692,3.457003116607666)
1449: (2997,5.043936252593994)* (913,4.7832770347595215)* (908,4.610063552856445)* (1248,4.481016159057617) (1267,4.429319381713867) (923,4.41599178314209) (1193,4.2487640380859375)* (2599,3.98594069480896) (1204,3.9827165603637695) (922,3.9765636920928955) (1084,3.975107431411743) (1079,3.8947272300720215) (1179,3.8657283782958984)* (1207,3.7961578369140625)* (3671,3.784287929534912)* (1080,3.738063097000122) (903,3.680293083190918)* (1292,3.6433215141296387) (3019,3.6310107707977295)* (1201,3.6082229614257812)
1451: (590,3.896998643875122) (2716,3.8564233779907227) (2987,3.790973663330078) (1584,3.7529494762420654) (2968,3.6896486282348633) (1214,3.590395450592041)* (1962,3.5501794815063477) (1231,3.53092885017395)* (2355,3.523282051086426) (3203,3.479672431945801)* (2352,3.447505474090576) (1393,3.4205095767974854) (2020,3.4004697799682617) (2739,3.397756814956665) (2406,3.3857877254486084) (1183,3.368237257003784)* (1242,3.368058443069458)* (1356,3.350156545639038)* (1193,3.312537908554077)* (2686,3.309260129928589)
1475: (2858,3.365109443664551) (608,3.314523696899414)* (265,2.9067790508270264) (296,2.9050979614257812) (1193,2.9008634090423584)* (1183,2.559563159942627) (920,2.5514118671417236)* (1704,2.5352439880371094) (1617,2.3687500953674316) (1721,2.3198866844177246) (110,2.2873711585998535) (58,2.187527894973755) (2324,2.181966781616211) (923,2.171931505203247) (36,2.167355537414551) (260,2.1613047122955322) (2028,2.156801462173462) (2762,2.1129350662231445) (2020,2.10025691986084) (1674,2.093015670776367)
1579: (2028,4.868133068084717)* (1213,4.714554786682129)* (2355,4.304704666137695) (1784,4.229338645935059)* (296,4.192589282989502)* (110,4.105341911315918)* (457,4.017314434051514)* (3114,3.987072467803955) (3897,3.9676733016967773)* (1721,3.952357530593872) (3578,3.951995849609375) (1193,3.950356960296631)* (364,3.8602616786956787) (1617,3.771854877471924)* (34,3.751084089279175) (595,3.5836880207061768) (1207,3.541790723800659)* (2599,3.5332374572753906)* (1225,3.5198819637298584)* (3552,3.4945931434631348)
1676: (3081,5.956372261047363)* (2700,5.711469650268555)* (2694,5.123427391052246) (70,5.1041340827941895)* (2761,4.663517475128174)* (1517,4.650324821472168) (3033,4.649064540863037)* (1566,4.468575477600098)* (260,4.408915996551514)* (110,4.378969192504883)* (104,4.284845352172852) (2572,4.255534648895264)* (1261,4.215066432952881)* (2723,4.122815132141113)* (317,4.102419376373291) (1347,4.085416793823242)* (2273,4.002819538116455)* (165,3.9749321937561035)* (2,3.9715027809143066) (3624,3.9329419136047363)*
1694: (1240,4.432251930236816)* (1200,4.2053632736206055)* (1214,4.1583333015441895)* (2987,3.7716898918151855)* (2019,3.7221004962921143)* (1261,3.7001590728759766) (1274,3.5420587062835693) (720,3.3731279373168945) (2968,3.3380203247070312) (112,3.332545280456543)* (296,3.3001720905303955)* (3481,3.260122776031494) (2716,3.2495830059051514)* (1089,3.244490146636963) (1222,3.160210609436035) (1206,3.1566176414489746) (1517,3.1467490196228027)* (1748,3.146111249923706) (908,3.144497871398926)* (3624,3.1388862133026123)
1741: (1374,5.55182409286499)* (541,5.381650924682617)* (1253,4.986090660095215)* (3702,4.569993019104004)* (1527,4.5574564933776855)* (1217,4.303596019744873)* (2571,4.280267715454102)* (969,4.150353908538818)* (1212,3.9944114685058594) (1248,3.915733814239502) (922,3.914987802505493) (1267,3.839780807495117) (1204,3.8147692680358887) (1912,3.5929691791534424)* (1179,3.5610969066619873) (1196,3.5465550422668457)* (2527,3.515092372894287) (1287,3.461123466491699) (1224,3.458545207977295)* (1284,3.424325466156006)
1762: (2858,3.8865721225738525) (260,3.1563072204589844) (3793,2.928101062774658) (2997,2.764005184173584) (1036,2.6937904357910156) (3555,2.6708011627197266) (1221,2.6612448692321777) (2762,2.5938491821289062) (527,2.5841426849365234) (608,2.5073459148406982) (1213,2.4841666221618652) (3897,2.457490921020508) (1200,2.446568489074707)* (3481,2.4237685203552246) (1912,2.4021382331848145) (6,2.4009571075439453) (1233,2.3020241260528564) (2692,2.2865185737609863) (1214,2.2626233100891113)* (3624,2.2588648796081543)
