userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.564868927001953)* (265,7.842133522033691) (11,7.7507147789001465)* (48,7.692915439605713)* (276,7.542703151702881) (215,7.536496162414551) (324,7.4392218589782715) (53,7.2664008140563965)* (170,7.199534893035889)* (300,7.1163434982299805) (279,7.032366752624512) (674,6.946537017822266) (107,6.810775279998779)* (169,6.754537582397461)* (203,6.595279693603516) (262,6.584053993225098) (1187,6.4734086990356445) (371,6.444366455078125) (632,6.346616268157959) (661,6.319310188293457)
66: (2328,9.377954483032227)* (167,8.932330131530762)* (142,8.78203010559082)* (215,8.483404159545898)* (13,8.137701034545898) (210,8.11865234375) (360,7.6535844802856445)* (3141,7.624591827392578)* (4181,7.450466156005859) (553,7.3675994873046875) (1180,7.273819923400879) (1357,7.185291290283203) (1196,6.982737064361572) (832,6.956772804260254) (274,6.858393669128418)* (2868,6.7964630126953125)* (35,6.782740592956543) (764,6.73366641998291)* (4489,6.579541206359863)* (2287,6.510472297668457)
67: (48,3.994028091430664) (689,3.885542869567871) (18,3.7359657287597656) (131,3.6887850761413574) (952,3.6494152545928955) (553,3.5057005882263184) (168,3.4731709957122803) (167,3.4449310302734375) (1202,3.4374070167541504) (1192,3.4021568298339844) (159,3.3081767559051514) (9,3.3069279193878174) (11,3.2745041847229004) (107,3.2630562782287598) (670,3.2483856678009033) (312,3.1741943359375) (54,3.157893180847168) (72,3.101945638656616) (302,3.0962491035461426)* (215,3.089045524597168)
68: (269,7.994715213775635)* (167,7.742232322692871) (201,7.179897308349609)* (952,7.121175289154053) (298,7.105258941650391) (168,6.965425491333008) (16,6.843847274780273) (18,6.841649532318115) (265,6.703342914581299) (366,6.543341636657715) (67,6.53212833404541) (135,6.454195022583008) (72,6.43209171295166) (131,6.431697368621826) (345,6.423909664154053) (661,6.413874626159668) (170,6.180285930633545) (217,6.173074722290039) (219,6.0619659423828125)* (174,6.0104827880859375)
69: (476,6.33261775970459) (136,6.146420955657959) (15,6.096221923828125) (512,6.000811576843262) (519,5.965305805206299) (164,5.868077278137207) (539,5.735475540161133) (163,5.6237077713012695) (419,5.593969345092773) (910,5.591170310974121) (135,5.491666316986084) (130,5.362107276916504) (560,5.33858060836792)* (523,5.332256317138672) (1273,5.295650005340576) (559,5.231346607208252) (1040,5.188288688659668) (265,5.175867080688477) (575,5.172946929931641)* (167,5.156650066375732)
70: (419,3.5983738899230957) (520,3.5820248126983643) (870,3.5495541095733643) (539,3.5050268173217773) (910,3.4379467964172363) (130,3.437321424484253) (136,3.40944242477417) (1040,3.393202781677246) (2761,3.3463213443756104) (512,3.334268093109131) (1043,3.316676616668701) (1273,3.295278787612915) (431,3.2798829078674316) (163,3.27886962890625)* (124,3.2558412551879883)* (102,3.2539825439453125) (106,3.251706838607788) (707,3.245089054107666) (108,3.2436623573303223) (1278,3.2414746284484863)
71: (1100,8.871686935424805)* (479,8.847320556640625)* (324,8.788354873657227)* (501,8.716689109802246)* (536,8.687480926513672)* (472,8.145532608032227)* (2,7.9995951652526855)* (1087,7.865558624267578) (913,7.763723850250244)* (618,7.473138332366943)* (44,7.1507415771484375)* (687,7.116836071014404)* (818,7.104601860046387)* (205,7.061145782470703) (1126,7.060548782348633) (1062,7.02008056640625) (203,7.004327774047852)* (427,7.00319242477417) (642,6.917255878448486) (539,6.91330623626709)*
72: (167,12.737350463867188)* (1144,11.03408432006836)* (512,10.876060485839844)* (168,9.600076675415039)* (17,9.46928596496582)* (419,9.444890022277832)* (173,9.339452743530273)* (941,9.307994842529297) (135,9.299570083618164) (113,9.027009010314941)* (363,8.970491409301758) (139,8.954864501953125)* (265,8.913949012756348)* (1063,8.75485610961914)* (493,8.567575454711914)* (226,8.377246856689453) (1202,8.361851692199707) (632,8.113042831420898) (164,8.082080841064453)* (2082,8.03408432006836)*
73: (48,8.27630615234375) (167,8.265571594238281) (15,8.211523056030273) (4,7.672525405883789)* (312,7.241669654846191) (215,7.205906391143799) (159,6.819054126739502) (366,6.67264461517334) (131,6.616305351257324) (211,6.431955337524414)* (67,6.40142822265625) (168,6.30492639541626) (324,6.210081100463867) (35,6.126522064208984) (342,6.013880729675293) (161,5.9286088943481445) (107,5.88897705078125) (276,5.843841552734375) (81,5.792990684509277) (226,5.78521203994751)
74: (561,10.10527229309082)* (522,9.035333633422852) (3738,8.660202026367188) (778,8.312597274780273)* (3310,8.282547950744629) (899,8.178857803344727) (246,7.937542915344238) (575,7.907882213592529) (161,7.857497215270996)* (523,7.66249942779541) (2945,7.608450412750244) (6932,7.60742712020874) (5753,7.554972171783447) (774,7.4729084968566895)* (1314,7.402188777923584) (1989,7.393335342407227) (530,7.358414173126221)* (4236,7.233055114746094) (699,7.192425727844238)* (106,7.183926105499268)
75: (15,8.385234832763672) (592,8.118570327758789) (168,7.9162397384643555)* (131,7.733520030975342)* (512,7.6596198081970215) (67,7.152889251708984)* (560,7.013552665710449)* (72,6.7239508628845215) (493,6.625530242919922) (215,6.569107532501221)* (54,6.534031391143799)* (1192,6.4571380615234375) (9,6.397683143615723) (113,6.374675750732422) (13,6.293959617614746) (1144,6.2689666748046875) (1116,6.0962982177734375) (906,6.091915130615234) (142,6.0015153884887695)* (904,5.971379280090332)
76: (11,9.332725524902344)* (3288,8.965668678283691) (1826,8.912070274353027)* (5319,8.758103370666504)* (1847,8.600738525390625)* (791,8.515643119812012)* (538,8.471569061279297) (3236,8.430266380310059)* (20678,8.268670082092285) (1863,8.161698341369629)* (810,8.150948524475098) (8148,8.111456871032715) (1835,8.103043556213379) (34,8.026168823242188)* (481,7.921306610107422)* (296,7.891983985900879)* (413,7.8609700202941895) (252,7.8497514724731445)* (2148,7.809105396270752)* (4777,7.79893684387207)*
77: (130,9.501901626586914)* (559,8.225870132446289) (528,8.13894271850586) (1265,7.9381303787231445)* (133,7.68670654296875)* (1232,7.657450199127197) (519,7.650117874145508) (185,7.579378128051758) (4,7.575839996337891) (493,7.572641372680664)* (1378,7.498732566833496) (889,7.354593753814697) (864,7.199792861938477) (507,7.172695159912109)* (1259,7.150475978851318) (419,7.018170356750488) (172,6.9170050621032715) (1061,6.9046783447265625)* (2059,6.9015655517578125) (1276,6.892604827880859)
78: (512,2.6017119884490967) (560,2.427773952484131) (185,2.4263949394226074) (707,2.3475732803344727) (15,2.270639419555664) (136,2.2539596557617188) (153,2.2294163703918457) (1273,2.2224671840667725) (519,2.189647674560547) (915,2.0338456630706787) (2069,2.012453079223633) (147,2.0042293071746826)* (166,1.9944161176681519) (520,1.9789907932281494) (1144,1.930318832397461) (167,1.9238258600234985) (1063,1.8866853713989258) (130,1.857632040977478) (190,1.8473272323608398) (906,1.836964726448059)
79: (15,8.218594551086426)* (167,7.678056240081787) (434,7.586787223815918) (4,7.433553218841553) (48,7.393520832061768) (371,7.024923324584961) (35,6.561807155609131) (1814,6.489495277404785) (345,6.427822113037109) (168,6.3952789306640625)* (265,6.356497764587402)* (674,6.259761810302734) (8,6.214735984802246) (324,6.152568817138672) (169,6.012906074523926)* (215,5.916346549987793) (1242,5.576848983764648) (663,5.525569915771484) (139,5.460157871246338) (107,5.417550086975098)
80: (11,7.38678503036499) (81,7.1692118644714355) (324,6.792811393737793) (721,6.7728729248046875) (173,6.75742769241333) (810,6.756940841674805)* (48,6.647091865539551) (211,6.620977878570557)* (159,6.452858924865723) (162,6.276978492736816) (170,6.251801013946533) (139,6.130468368530273) (9,6.051383972167969) (265,6.011260032653809)* (35,5.978548049926758) (123,5.960982322692871)* (360,5.920609951019287) (67,5.866331100463867) (420,5.818307876586914)* (1336,5.816751480102539)
81: (559,9.404759407043457)* (476,9.110746383666992)* (561,8.94478988647461) (163,8.779687881469727)* (522,8.666175842285156) (575,8.355292320251465)* (865,8.23421859741211)* (200,8.141195297241211)* (483,7.910303592681885) (2975,7.875113487243652) (3008,7.848586082458496) (92,7.7815632820129395) (625,7.689615249633789)* (1103,7.669016361236572) (1221,7.553554058074951) (3430,7.471348285675049) (1207,7.457222938537598) (181,7.351444244384766) (884,7.120218276977539) (2761,7.101499557495117)
82: (1746,2.9003453254699707) (3767,2.827291488647461) (3730,2.7239415645599365) (3748,2.6196343898773193) (2322,2.612271785736084) (2243,2.6113924980163574) (58,2.5435047149658203) (4240,2.464205265045166) (3374,2.4355077743530273) (6090,2.4289402961730957) (2236,2.422508716583252) (3750,2.3952081203460693) (7339,2.382913112640381) (247,2.3696391582489014) (1177,2.332221031188965) (6881,2.321193218231201) (3712,2.31638503074646) (6989,2.2869551181793213) (3438,2.245349645614624) (6420,2.2286934852600098)
83: (108,7.070626258850098) (2114,7.05812406539917) (2846,6.983518600463867) (181,6.758650779724121) (398,6.726237773895264) (1224,6.513064384460449)* (1629,6.4917378425598145) (4144,6.473631858825684)* (3655,6.473533630371094) (1126,6.4181952476501465) (53,6.326435089111328) (420,6.294812202453613)* (102,6.282664775848389) (472,6.282012462615967) (559,6.279326915740967) (104,6.237451553344727)* (453,6.222979545593262) (116,6.142160415649414) (1649,6.141388893127441) (1087,6.135872840881348)*
84: (777,9.396129608154297) (4144,8.101439476013184)* (5614,7.923742771148682) (4988,7.1191301345825195) (1910,7.0433549880981445) (1553,7.011229991912842) (1560,7.001308441162109) (523,6.773908615112305) (486,6.744466304779053)* (1689,6.711597442626953) (185,6.657225608825684) (1103,6.6194915771484375)* (5018,6.578402519226074) (4601,6.56199836730957) (6425,6.550431251525879) (287,6.5397210121154785) (133,6.503323554992676) (2172,6.37546968460083) (476,6.36592960357666)* (649,6.36021614074707)
85: (61,11.954072952270508) (559,11.892868041992188) (781,11.699095726013184)* (5998,11.429811477661133) (5997,11.116046905517578) (6045,10.841211318969727) (47,9.939560890197754)* (4729,9.872143745422363) (269,9.830513954162598)* (539,9.8216552734375) (6021,9.452007293701172) (136,9.320464134216309) (8409,9.31241512298584) (3767,9.298192977905273)* (20791,9.290687561035156) (4583,9.183785438537598) (139,9.171748161315918) (4144,9.023119926452637)* (3448,8.957067489624023)* (3738,8.943593978881836)
87: (1144,11.363382339477539)* (1790,9.095388412475586)* (226,8.556794166564941)* (539,8.549765586853027)* (519,8.532094955444336) (164,8.368436813354492) (2114,8.30073356628418) (2120,8.221495628356934) (570,8.216668128967285) (324,8.161017417907715) (1100,8.15575122833252) (1062,8.148663520812988) (2779,8.072406768798828) (1267,7.8944478034973145) (363,7.863893985748291) (1260,7.835993766784668) (546,7.762069225311279) (1091,7.640532970428467) (640,7.5994367599487305) (2066,7.569482326507568)
88: (189,12.226430892944336)* (1116,11.169734954833984) (1192,10.365357398986816)* (848,10.290557861328125)* (2322,10.180614471435547)* (269,10.072598457336426)* (987,9.9283447265625)* (3448,9.592362403869629)* (2220,9.082951545715332)* (15098,8.750487327575684) (247,8.642768859863281)* (2223,8.611555099487305)* (6159,8.529865264892578)* (921,8.510538101196289) (5823,8.464672088623047)* (2199,8.283186912536621)* (158,8.22437858581543) (827,8.17290210723877)* (2565,8.128162384033203) (4306,8.12147331237793)*
90: (15,3.075695514678955) (168,2.6261491775512695) (167,2.5912907123565674) (48,2.5389232635498047) (159,2.463160991668701) (11,2.4093313217163086) (67,2.3931071758270264) (72,2.2548909187316895) (215,2.250013589859009)* (1144,2.237708568572998) (661,2.2363345623016357) (17,2.223153591156006) (185,2.2194833755493164) (512,2.1718432903289795) (107,2.1083321571350098) (113,2.0985569953918457) (115,2.088162422180176) (135,2.073101043701172) (9,2.056619167327881) (262,2.046553134918213)
91: (625,9.247566223144531) (559,9.107755661010742) (147,8.985574722290039) (1553,8.8631010055542)* (1144,8.632906913757324) (1224,8.157119750976562)* (92,8.143856048583984) (1072,7.925548553466797)* (1063,7.76462459564209) (73,7.344634532928467)* (178,7.285784721374512) (1055,7.146945953369141)* (660,7.1296234130859375) (1040,7.118084907531738) (512,7.066615581512451)* (794,6.8522796630859375) (1232,6.846736907958984) (1560,6.795139789581299) (337,6.785284996032715)* (575,6.784938812255859)
92: (18,9.965347290039062) (115,9.124555587768555)* (689,8.357418060302734) (279,7.8425397872924805) (54,7.828117370605469)* (252,7.648834228515625)* (254,7.4881792068481445) (512,7.309711933135986)* (354,7.290970802307129) (130,7.255032539367676) (298,7.2256035804748535) (374,7.14467191696167) (88,7.141135215759277) (820,7.132046222686768) (4181,7.090206146240234)* (217,6.784183025360107) (674,6.78032922744751) (1790,6.756541728973389) (135,6.750233173370361)* (721,6.641563415527344)
93: (1192,7.469160079956055)* (48,7.349515914916992) (159,6.857963562011719) (764,6.791217803955078) (131,6.787411689758301)* (13,6.771060943603516) (168,6.68563175201416) (15,6.579996109008789) (1273,6.4028191566467285) (2328,6.246266841888428) (592,6.159939765930176) (54,6.077602386474609) (274,5.989008903503418) (842,5.9686102867126465) (862,5.907540321350098)* (185,5.881878852844238) (827,5.876567363739014) (876,5.853243827819824) (107,5.804328918457031) (158,5.757411003112793)
94: (2137,8.26614761352539) (941,8.152792930603027)* (640,7.915025234222412) (2814,7.475074768066406) (2779,7.272141456604004) (642,7.21707010269165)* (1098,7.179840564727783) (560,7.177295684814453) (3655,7.006855010986328) (1278,6.6247429847717285) (626,6.546230316162109) (166,6.542628288269043) (570,6.456048011779785) (660,6.443337440490723) (1629,6.377720355987549) (1088,6.3365044593811035)* (1063,6.335010528564453) (541,6.2237396240234375) (194,6.219162940979004)* (583,6.203976631164551)
95: (15,6.5081048011779785) (167,6.082571983337402) (159,4.8048095703125) (366,4.7233476638793945) (173,4.717094421386719) (162,4.6551923751831055) (674,4.625253677368164) (35,4.620550155639648) (101,4.5926666259765625) (215,4.579204559326172) (48,4.463709831237793) (363,4.329341888427734) (67,4.304446220397949) (2,4.294920921325684) (371,4.277401924133301)* (6,4.175451278686523) (5,4.167018890380859) (11,4.130624771118164) (113,4.085558891296387) (210,4.040506362915039)
96: (1100,7.408207416534424)* (2609,6.580141067504883) (2814,6.406463623046875)* (628,6.121712684631348) (1298,6.010952472686768) (640,5.952723026275635) (1790,5.907817840576172) (806,5.889549255371094) (2137,5.888781547546387) (2120,5.777523994445801) (1093,5.773278713226318) (1091,5.728713512420654) (1303,5.68878173828125) (153,5.654295921325684) (560,5.635684490203857) (642,5.605097770690918) (3281,5.6030426025390625) (1629,5.601556301116943) (1649,5.581242561340332) (1315,5.551260948181152)
97: (48,7.875830173492432) (15,7.471151351928711) (167,7.276334762573242) (269,7.247774600982666) (2328,7.095578193664551) (159,7.052252769470215) (215,6.943920612335205) (136,6.875349998474121) (142,6.833519458770752) (67,6.479140281677246) (519,6.463397026062012)* (670,6.447483539581299) (592,6.427034378051758) (1180,6.350888252258301) (512,6.34584379196167) (1116,6.308465957641602) (2069,6.287096977233887) (147,6.0852861404418945) (54,5.873569011688232) (168,5.7463836669921875)
98: (167,6.947729110717773) (136,6.8077545166015625)* (81,6.59337854385376) (48,6.395413398742676) (4,5.946959018707275) (131,5.791703224182129) (87,5.652866363525391) (324,5.505364894866943) (493,5.48505163192749)* (164,5.367631912231445)* (135,5.36525821685791) (707,5.3400187492370605)* (1273,5.299903869628906)* (17,5.271169662475586)* (107,5.246973037719727) (123,5.220806121826172) (592,5.202964782714844) (262,5.187013626098633)* (674,5.160058498382568) (89,5.134056091308594)
99: (802,5.484844207763672) (2199,5.041316986083984)* (941,4.886993408203125) (2779,4.7883806228637695) (806,4.767824649810791) (20688,4.47407341003418) (6575,4.354209899902344) (808,4.344213008880615) (1103,4.34160041809082) (2803,4.183615684509277) (3977,4.110995292663574) (942,4.088697910308838) (1682,4.0713067054748535) (3255,4.016942977905273) (200,4.0136919021606445) (642,4.004847526550293) (575,3.9755845069885254) (1689,3.974938154220581) (1147,3.949221611022949) (1100,3.932314395904541)
100: (276,5.16513729095459) (279,4.8445916175842285) (170,4.456977844238281) (173,4.4335784912109375) (670,4.251263618469238) (15,4.207716941833496) (14,4.036016464233398) (115,4.024109363555908) (262,3.9131922721862793) (13,3.905571937561035) (1210,3.7945966720581055) (48,3.7276673316955566) (54,3.6994469165802) (300,3.6841039657592773) (82,3.652601480484009) (11,3.608386993408203) (35,3.6073670387268066) (139,3.599681854248047) (159,3.5804033279418945) (263,3.561984062194824)
101: (539,7.093981742858887) (133,6.3013763427734375) (530,6.174318790435791) (486,6.1687517166137695)* (143,5.8455095291137695)* (529,5.81235408782959)* (1043,5.791650772094727) (164,5.606977939605713) (707,5.600120544433594) (913,5.5500617027282715)* (528,5.463261127471924) (1276,5.462918758392334) (901,5.4149489402771) (774,5.319960117340088)* (560,5.316282749176025) (163,5.2703752517700195) (116,5.150249481201172) (493,5.068265914916992) (870,5.0222578048706055) (92,4.992751121520996)
102: (592,6.558867454528809) (512,5.9026994705200195) (560,5.635315895080566) (1144,5.619397163391113) (1273,5.501171588897705) (2069,5.475449085235596) (131,5.339117050170898) (519,5.185685157775879) (107,4.463792324066162) (2997,4.434658050537109) (159,4.434398174285889) (48,4.397928237915039) (932,4.392542839050293) (575,4.307131767272949) (862,4.292931079864502) (906,4.263235092163086) (172,4.210988521575928) (113,4.083054065704346) (434,4.049037933349609) (1063,3.9892055988311768)
