userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.260698318481445)* (265,7.40818452835083) (11,7.243408203125)* (324,7.1678900718688965) (215,7.024662017822266) (48,7.00746488571167)* (170,6.78004264831543)* (53,6.7480974197387695)* (276,6.73099422454834) (300,6.5774736404418945) (674,6.513030529022217) (279,6.449097633361816) (169,6.3520097732543945)* (107,6.321380615234375)* (371,6.212302207946777) (1187,6.1766357421875) (203,6.117630958557129) (262,6.080989837646484) (632,5.9167585372924805) (440,5.913481712341309)
66: (2328,8.56663703918457)* (167,8.283079147338867)* (142,8.092619895935059)* (215,7.812980651855469)* (13,7.483456611633301) (360,7.356891632080078)* (210,7.31883430480957) (4181,6.988785743713379) (1180,6.879517078399658) (553,6.856817245483398) (3141,6.782391548156738)* (1357,6.761787414550781) (1196,6.732594013214111) (274,6.345282554626465)* (832,6.288169860839844) (2868,6.2166595458984375)* (35,6.196530818939209) (162,6.182929039001465)* (1192,6.147187232971191) (764,6.117648124694824)*
67: (48,3.3053431510925293) (131,3.2366294860839844) (167,3.166985273361206) (18,3.0621230602264404) (952,3.047056198120117) (168,3.0242843627929688) (689,3.0222063064575195) (9,2.8988890647888184) (11,2.8928418159484863) (553,2.878788948059082) (1202,2.8268237113952637) (72,2.7850093841552734) (67,2.756281852722168) (1192,2.748934507369995) (54,2.7451248168945312) (107,2.7420778274536133) (312,2.7308895587921143) (159,2.723808765411377) (2220,2.6069631576538086) (670,2.595712661743164)
68: (269,7.39856481552124)* (167,7.107675552368164) (298,6.5312395095825195) (168,6.51925802230835) (18,6.441226959228516) (201,6.368308067321777)* (952,6.345963478088379) (366,6.126508712768555) (265,6.122618198394775) (67,6.077811241149902) (16,6.054727554321289) (135,6.010719299316406) (131,5.864270210266113) (345,5.812232971191406) (661,5.769516468048096) (174,5.725283622741699) (170,5.687840461730957) (217,5.667051792144775) (72,5.629089832305908) (219,5.6065993309021)*
69: (136,5.8241682052612305) (15,5.549482345581055) (476,5.443119525909424) (519,5.347172260284424) (512,5.325054168701172) (164,5.237689971923828) (419,5.199995517730713) (130,5.106190204620361) (539,5.089468002319336) (135,4.929106712341309) (560,4.918991565704346)* (910,4.801173686981201) (163,4.785426616668701) (167,4.731411457061768) (1062,4.713926792144775) (523,4.687463760375977) (592,4.658355236053467) (265,4.636556625366211) (1022,4.623587608337402) (575,4.543216228485107)*
70: (870,3.243265151977539) (419,3.2420828342437744) (512,3.1756153106689453) (520,3.1677401065826416) (130,3.1592516899108887) (539,3.132164239883423) (136,3.102257251739502) (1273,3.0894668102264404) (910,3.049017906188965) (15,3.0428168773651123) (913,2.997344970703125) (2761,2.9829530715942383) (707,2.966813564300537) (1278,2.963430404663086) (1040,2.9562597274780273) (1043,2.9446539878845215) (143,2.9399328231811523) (1027,2.925553321838379) (431,2.91279673576355) (87,2.911194324493408)
71: (501,8.296941757202148)* (479,8.147348403930664)* (1100,8.096929550170898)* (324,8.01298999786377)* (536,7.852816581726074)* (472,7.439436912536621)* (2,7.368358135223389)* (818,7.313122749328613)* (913,7.253737449645996)* (1087,7.251157760620117) (419,6.938470840454102) (687,6.897608757019043)* (618,6.890031337738037)* (3266,6.853449821472168) (44,6.847847938537598)* (427,6.764322280883789) (1063,6.725852012634277)* (642,6.669918060302734) (203,6.645163536071777)* (205,6.6226487159729)
72: (167,11.911252975463867)* (1144,9.926937103271484)* (512,9.830490112304688)* (168,8.872446060180664)* (173,8.729385375976562)* (419,8.68789005279541)* (17,8.669427871704102)* (135,8.625669479370117) (113,8.432567596435547)* (363,8.429800033569336) (139,8.339380264282227)* (265,8.289224624633789)* (493,8.023133277893066)* (226,7.885092258453369) (1063,7.834612846374512)* (941,7.790875434875488) (1202,7.587508201599121) (632,7.567541599273682) (0,7.563433647155762) (142,7.491654872894287)
73: (15,7.795159816741943) (167,7.664258003234863) (48,7.431441783905029) (4,6.94460391998291)* (215,6.567383766174316) (312,6.5287861824035645) (159,6.285547256469727) (366,6.170835494995117) (131,6.042342185974121) (67,5.857616424560547) (211,5.857100486755371)* (324,5.842421531677246) (168,5.834753513336182) (35,5.619851112365723) (81,5.477109909057617) (107,5.461788177490234) (162,5.391496658325195) (161,5.3517632484436035) (226,5.348662376403809) (342,5.342231750488281)
74: (561,9.674761772155762)* (522,8.39180850982666) (3738,8.039019584655762) (899,7.825055122375488) (575,7.787657737731934) (778,7.742373466491699)* (3310,7.671869277954102) (774,7.354517936706543)* (246,7.311643600463867) (5753,7.19853401184082) (6932,7.064072608947754) (2945,7.022307395935059) (523,6.983212471008301) (699,6.929018020629883)* (161,6.90997314453125)* (530,6.909257888793945)* (4,6.842831134796143)* (1989,6.779049873352051) (342,6.747308731079102) (3499,6.656702518463135)
75: (15,8.073341369628906) (592,7.362107276916504) (168,7.273286819458008)* (131,7.102144241333008)* (512,7.006730556488037) (67,6.501567840576172)* (560,6.442635536193848)* (215,6.134125709533691)* (493,6.133700370788574) (72,6.049894332885742) (113,5.947200775146484) (1144,5.870358467102051) (1192,5.859166145324707) (54,5.82737922668457)* (9,5.811517715454102) (265,5.709887981414795) (13,5.6687164306640625) (1116,5.572074890136719) (142,5.497117042541504)* (906,5.487565517425537)
76: (11,9.266010284423828)* (1847,8.996313095092773)* (3288,8.962709426879883) (413,8.891186714172363) (1826,8.692667961120605)* (5319,8.592738151550293)* (791,8.558629989624023)* (252,8.49153995513916)* (1835,8.47701644897461) (164,8.437980651855469) (20678,8.38941764831543) (296,8.315768241882324)* (3236,8.278528213500977)* (2147,8.23239803314209) (8148,8.2301607131958) (538,8.162245750427246) (2148,8.113361358642578)* (1321,8.0765962600708)* (4777,8.048465728759766)* (1863,8.006396293640137)*
77: (130,8.739484786987305)* (559,7.300032615661621) (528,7.29673957824707) (185,7.265144348144531) (519,7.210597515106201) (493,7.128310203552246)* (1265,6.885723114013672)* (889,6.885570526123047) (4,6.796998500823975) (15,6.678812503814697)* (707,6.608939170837402)* (1232,6.565484046936035) (419,6.557737827301025) (133,6.526488304138184)* (1378,6.485567092895508) (864,6.477693557739258) (1061,6.404235363006592)* (1276,6.331543445587158) (507,6.284859657287598)* (2059,6.215520858764648)
78: (512,2.2603507041931152) (15,2.181206464767456) (185,2.1170661449432373) (560,2.094672679901123) (707,2.0015149116516113) (1273,1.989278793334961) (136,1.9410995244979858) (153,1.869301438331604) (519,1.8465163707733154) (147,1.8403799533843994)* (2069,1.8079527616500854) (167,1.8077385425567627) (166,1.7680673599243164) (915,1.7535216808319092) (520,1.6941180229187012) (1063,1.639114260673523) (1144,1.6061978340148926) (67,1.594124674797058) (130,1.5895414352416992) (164,1.5887198448181152)
79: (15,7.487784385681152)* (167,6.963805198669434) (4,6.757325649261475) (434,6.722296714782715) (48,6.560730934143066) (371,6.253050327301025) (168,6.0569233894348145)* (345,5.884275436401367) (674,5.768396377563477) (8,5.651026725769043) (1814,5.5678277015686035) (35,5.567266464233398) (215,5.481891632080078) (324,5.439006805419922) (169,5.354292869567871)* (265,5.335352897644043)* (107,5.1919121742248535) (1242,5.01658821105957) (136,5.0069074630737305) (1357,4.903104782104492)
80: (11,6.87591552734375) (81,6.427245616912842) (324,6.332451820373535) (721,6.242091178894043) (173,6.194915771484375) (48,6.154139995574951) (810,6.122323989868164)* (211,6.081831932067871)* (159,6.075313091278076) (162,5.861571788787842) (170,5.766721725463867) (139,5.68564510345459) (123,5.6146697998046875)* (67,5.563480377197266) (9,5.5380449295043945) (35,5.537665367126465) (265,5.527595520019531)* (360,5.4755048751831055) (168,5.45698881149292) (18,5.397726058959961)*
81: (559,8.99372386932373)* (476,8.88618278503418)* (163,8.788976669311523)* (561,8.44774055480957) (575,8.354621887207031)* (522,8.176015853881836) (865,8.006058692932129)* (200,7.599064826965332)* (625,7.536954879760742)* (92,7.356441497802734) (1207,7.279123306274414) (1103,7.223550319671631) (181,7.222322463989258) (2975,7.2121381759643555) (3008,7.209599018096924) (1221,7.179199695587158) (89,7.041450023651123) (3430,7.0097174644470215) (483,6.950934886932373) (2761,6.885957717895508)
82: (1746,2.511251449584961) (3767,2.4919204711914062) (3730,2.2990753650665283) (3748,2.2724897861480713) (2322,2.224472999572754) (3374,2.2004313468933105) (1177,2.1927738189697266) (58,2.1780190467834473) (3750,2.1566922664642334) (2243,2.156325101852417) (6090,2.1216936111450195) (4410,2.0648975372314453) (247,2.037360429763794) (2236,2.026958465576172) (1349,2.0213465690612793) (6881,2.005028009414673) (4359,2.004319190979004) (5823,2.0036497116088867) (1323,1.990928292274475) (4240,1.9693018198013306)
83: (2846,6.686412811279297) (1224,6.293398380279541)* (398,6.276429176330566) (102,6.191768646240234) (181,6.170756816864014) (3655,6.129187107086182) (472,6.078180313110352) (4144,6.067702770233154)* (1629,6.061046600341797) (420,6.010919570922852)* (53,5.981144905090332) (108,5.924099922180176) (1126,5.84489631652832) (164,5.827938079833984) (2114,5.8267316818237305) (1100,5.797123432159424) (4121,5.786626815795898)* (476,5.775279998779297)* (116,5.704814910888672) (430,5.68440580368042)*
84: (777,8.4918212890625) (4144,7.337444305419922)* (5614,7.134431838989258) (1560,6.827783584594727) (523,6.622888565063477) (4988,6.602826118469238) (1689,6.5991740226745605) (1553,6.561032295227051) (1910,6.446816921234131) (486,6.376744270324707)* (649,6.174032211303711) (1103,6.1605000495910645)* (2172,6.066456317901611) (133,6.009345054626465) (899,5.967313766479492) (6425,5.964052200317383) (5018,5.9525322914123535) (589,5.920146942138672) (1040,5.8902788162231445)* (47,5.8706254959106445)
85: (61,11.576089859008789) (5998,11.499655723571777) (781,11.474462509155273)* (559,11.250067710876465) (5997,11.213562965393066) (269,11.15798568725586)* (47,11.003183364868164)* (539,9.996695518493652) (3767,9.990848541259766)* (1279,9.900693893432617)* (6045,9.860260009765625) (6021,9.860240936279297) (4583,9.826395034790039) (139,9.775467872619629) (8409,9.769100189208984) (4468,9.737890243530273)* (4729,9.700103759765625) (3738,9.45364761352539) (6011,9.179197311401367) (329,9.14134407043457)*
87: (1144,10.31181526184082)* (324,8.243309020996094) (519,8.144729614257812) (1790,8.082781791687012)* (539,7.870744705200195)* (2114,7.730130195617676) (570,7.709471702575684) (226,7.701930522918701)* (164,7.687614440917969) (2120,7.614217758178711) (2779,7.588330268859863) (1100,7.533761024475098) (1062,7.488439559936523) (2066,7.476947784423828) (1260,7.4154205322265625) (1267,7.408886909484863) (363,7.30859375) (875,7.17741584777832) (1278,7.065696716308594) (1091,7.016898155212402)
88: (189,12.31109619140625)* (1116,11.47102165222168) (1192,10.876541137695312)* (269,10.518416404724121)* (848,9.712427139282227)* (987,9.673797607421875)* (2220,9.658357620239258)* (3448,9.570890426635742)* (2322,9.3663969039917)* (15098,9.0961332321167) (168,8.861090660095215)* (2199,8.779600143432617)* (827,8.710999488830566)* (247,8.38708209991455)* (5823,8.365151405334473)* (3865,8.333691596984863)* (158,8.292131423950195) (6159,8.237310409545898)* (2779,8.22172737121582)* (84,8.19615364074707)*
90: (15,2.8574986457824707) (168,2.3616015911102295) (167,2.3588175773620605) (48,2.2847516536712646) (159,2.2105484008789062) (11,2.192857265472412) (67,2.124432325363159) (215,2.1069188117980957)* (17,2.030801773071289) (72,1.9981138706207275) (512,1.993129849433899) (185,1.9740947484970093) (661,1.95196533203125) (107,1.9110777378082275) (113,1.9005125761032104) (135,1.8876900672912598) (9,1.8773113489151) (1144,1.873584508895874) (262,1.8726487159729004) (81,1.8490040302276611)
91: (559,8.371898651123047) (147,8.23161792755127) (625,8.155198097229004) (1553,7.882500171661377)* (92,7.625014781951904) (1144,7.549349784851074) (1224,7.4314374923706055)* (1072,7.266326904296875)* (1063,6.95612907409668) (512,6.733273506164551)* (73,6.551379680633545)* (178,6.426209449768066) (660,6.375020503997803) (1040,6.352632522583008) (1055,6.21804666519165)* (1051,6.212409973144531) (1378,6.199863433837891) (135,6.1745452880859375)* (1242,6.078921318054199)* (575,6.077177047729492)
92: (18,8.731060981750488) (115,8.220772743225098)* (689,7.316098690032959) (54,7.229091644287109)* (512,7.109543800354004)* (279,6.974161624908447) (252,6.95294189453125)* (88,6.703655242919922) (135,6.691357135772705)* (265,6.675729274749756)* (820,6.670098304748535) (721,6.65762996673584) (130,6.620192527770996) (298,6.421684265136719) (354,6.371258735656738) (4181,6.364864349365234)* (674,6.303647041320801) (763,6.302077293395996) (1790,6.301199436187744) (87,6.256879806518555)
93: (1192,6.8025031089782715)* (48,6.415644645690918) (15,6.153648853302002) (131,6.012101173400879)* (764,5.972495079040527) (168,5.775447845458984) (159,5.742214202880859) (13,5.693576812744141) (1273,5.4899139404296875) (2328,5.338360786437988) (54,5.285693168640137) (274,5.274138927459717) (842,5.252342700958252) (862,5.239559650421143)* (366,5.226132392883301) (827,5.1984968185424805) (952,5.1898603439331055) (592,5.144148826599121) (185,5.082671165466309) (158,5.063145637512207)
94: (941,7.603350639343262)* (2137,7.366355895996094) (640,7.056734085083008) (560,6.917819023132324) (642,6.823110580444336)* (2814,6.7212114334106445) (2779,6.6721954345703125) (1098,6.527607440948486) (3655,6.440194129943848) (166,6.369846343994141) (1278,6.314207553863525) (626,6.224304676055908) (570,6.168107032775879) (660,5.999509334564209) (1063,5.964064121246338) (194,5.80465030670166)* (1629,5.788496494293213) (1088,5.755781650543213)* (130,5.710319995880127) (583,5.707924842834473)
95: (15,5.970731258392334) (167,5.486875057220459) (159,4.380489349365234) (366,4.28931999206543) (173,4.238556385040283) (674,4.1934709548950195) (215,4.183437347412109) (162,4.180180549621582) (35,4.156455993652344) (48,4.105912685394287) (101,4.0850725173950195) (67,4.0117011070251465) (363,3.9192566871643066) (2,3.911464214324951) (11,3.8492674827575684) (371,3.840219497680664)* (5,3.83504056930542) (6,3.8030827045440674) (113,3.7516722679138184) (364,3.7087154388427734)
96: (1100,6.502964973449707)* (2609,5.773833274841309) (2814,5.727901458740234)* (628,5.539594650268555) (2137,5.370179653167725) (1629,5.363807678222656) (1093,5.344485282897949) (640,5.335695743560791) (1091,5.187475204467773) (1298,5.158127784729004) (806,5.157849311828613) (642,5.134746074676514) (153,5.110931396484375) (2120,5.045414447784424) (1303,5.004462242126465) (1315,4.9967041015625) (570,4.965752124786377) (560,4.933350563049316) (1649,4.926536560058594) (3266,4.885058403015137)
97: (15,7.378604412078857) (48,6.933916091918945) (167,6.617400169372559) (269,6.394893646240234) (159,6.340325355529785) (2328,6.313249588012695) (136,6.279989242553711) (519,6.240464210510254)* (512,6.187265396118164) (142,6.114874839782715) (215,6.016556739807129) (670,5.932239532470703) (67,5.836673736572266) (2069,5.800480842590332) (147,5.723355770111084) (592,5.654982089996338) (1180,5.636565208435059) (1116,5.390563488006592) (707,5.323252201080322) (4,5.312596321105957)
98: (167,6.516539096832275) (136,6.191816329956055)* (81,5.957245349884033) (48,5.706499099731445) (4,5.341577053070068) (131,5.2955474853515625) (324,5.125539302825928) (87,5.080604553222656) (493,4.957454681396484)* (135,4.955350875854492) (123,4.9176506996154785) (707,4.9120073318481445)* (17,4.906160354614258)* (592,4.87000846862793) (107,4.849780559539795) (674,4.759365558624268) (265,4.754247665405273) (164,4.74778413772583)* (9,4.716098308563232) (1273,4.686601638793945)*
99: (802,5.02724552154541) (2199,4.534189224243164)* (941,4.501051902770996) (806,4.319833278656006) (2779,4.207653045654297) (20688,4.028961181640625) (1103,3.9122633934020996) (808,3.8479251861572266) (6575,3.836334705352783) (200,3.8259637355804443) (1682,3.7736258506774902) (1100,3.7164342403411865) (1098,3.6828362941741943) (942,3.6780202388763428) (649,3.6556336879730225) (3977,3.649793863296509) (1147,3.606116533279419) (2803,3.5922670364379883) (575,3.5895345211029053) (190,3.5744545459747314)
100: (276,4.189647674560547) (279,4.114512920379639) (170,3.8719775676727295) (15,3.793976306915283) (173,3.780977487564087) (670,3.5814146995544434) (115,3.4554073810577393) (1210,3.3312697410583496) (48,3.28570294380188) (14,3.2756664752960205) (54,3.249721050262451) (262,3.2142701148986816) (11,3.2123568058013916) (13,3.1657607555389404) (300,3.154135227203369) (35,3.128526210784912) (167,3.089420795440674) (84,3.089050769805908) (16,3.087388515472412) (142,3.0828089714050293)
101: (539,6.681148052215576) (143,5.992341995239258)* (486,5.927862167358398)* (528,5.803250312805176) (133,5.6162109375) (560,5.543791770935059) (530,5.409558296203613) (529,5.311077117919922)* (1043,5.29450798034668) (707,5.195595741271973) (116,5.143614292144775) (870,5.101409912109375) (774,5.098045349121094)* (164,5.080127239227295) (913,5.075967311859131)* (92,5.066025257110596) (493,4.967804908752441) (901,4.9671125411987305) (1276,4.891575813293457) (907,4.756462097167969)
102: (592,5.652198791503906) (512,5.189048767089844) (1144,4.958220481872559) (560,4.9555463790893555) (1273,4.786704063415527) (131,4.61707878112793) (2069,4.602578639984131) (519,4.455846786499023) (48,4.001932621002197) (2997,3.820537567138672) (434,3.802156925201416) (862,3.7867109775543213) (159,3.7861783504486084) (107,3.784454345703125) (575,3.7820944786071777) (932,3.7732298374176025) (1063,3.708752393722534) (67,3.6793861389160156) (72,3.646486282348633) (906,3.585395097732544)
