userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (131,7.04287576675415) (324,6.557590007781982) (374,6.557020664215088) (67,6.540916442871094) (1202,6.380517959594727) (18,6.346956729888916) (167,6.295605659484863) (1144,6.244752407073975) (823,6.103336334228516) (265,6.073156356811523) (72,6.039628028869629) (2147,6.020696640014648) (404,6.017534255981445) (50,5.994113922119141) (302,5.976400852203369) (1063,5.97012996673584) (115,5.950150012969971)* (185,5.935733318328857) (298,5.931694507598877) (107,5.893263816833496)
908: (88,17.00368309020996)* (3346,16.287935256958008)* (94,14.658329963684082) (172,14.224752426147461)* (571,14.070846557617188)* (5094,13.938624382019043)* (3386,13.815281867980957)* (941,13.506778717041016)* (1802,13.460575103759766)* (952,13.455975532531738)* (2899,13.223062515258789) (14,13.092358589172363)* (265,13.07509708404541)* (3274,13.070688247680664)* (3270,13.065107345581055)* (2199,13.039743423461914)* (4232,13.016225814819336)* (5090,13.000905990600586)* (919,12.996054649353027)* (425,12.995386123657227)
909: (167,10.227596282958984)* (48,10.026996612548828)* (185,9.79918384552002) (67,9.660954475402832) (823,9.290756225585938) (560,9.070939064025879) (670,9.058523178100586) (130,9.048521041870117) (136,9.01997184753418) (72,8.99962043762207)* (279,8.973291397094727)* (374,8.859603881835938) (173,8.822805404663086)* (129,8.77823257446289) (18,8.744821548461914)* (665,8.71184253692627) (174,8.622736930847168) (123,8.617311477661133)* (1187,8.607690811157227) (87,8.576452255249023)
914: (130,10.196789741516113) (167,9.813117980957031)* (1063,9.752021789550781) (560,9.732942581176758)* (67,9.49148941040039)* (147,9.343505859375) (913,9.166440963745117)* (1144,9.116265296936035)* (166,8.974726676940918) (1278,8.926680564880371) (48,8.855976104736328) (324,8.842161178588867)* (625,8.676912307739258) (721,8.608091354370117)* (3655,8.580406188964844) (131,8.577215194702148) (364,8.521596908569336) (1100,8.48591423034668) (2137,8.455877304077148) (11,8.428030014038086)
922: (4738,11.683717727661133)* (3310,11.517607688903809) (2605,11.513151168823242)* (1894,11.243640899658203) (147,11.170757293701172)* (2821,11.15860366821289)* (3499,11.0783052444458) (329,10.959388732910156) (3543,10.794744491577148) (1756,10.681652069091797) (95,10.668312072753906)* (773,10.619382858276367) (1987,10.549546241760254) (15,10.434976577758789)* (701,10.356372833251953) (952,10.310324668884277)* (421,10.301554679870605)* (2181,10.287447929382324) (896,10.27896785736084) (718,10.195423126220703)
926: (15,9.306642532348633) (130,9.074453353881836) (167,8.80404281616211) (388,8.484487533569336)* (312,8.400378227233887) (185,8.357500076293945) (222,8.324139595031738) (364,8.311441421508789) (67,8.25732421875) (147,8.13362979888916) (51,8.122029304504395) (560,8.100151062011719) (129,8.046394348144531) (889,8.042518615722656) (94,7.971376419067383) (520,7.960122108459473) (265,7.925699710845947) (1063,7.875453472137451) (385,7.874825477600098) (673,7.836424827575684)
932: (1259,16.798351287841797)* (2032,16.042863845825195)* (696,15.941715240478516)* (3081,15.284736633300781) (1004,15.07341194152832) (896,14.91995906829834)* (1789,14.880273818969727)* (2908,14.853675842285156)* (3827,14.74301528930664) (9309,14.733829498291016)* (1224,14.720840454101562)* (961,14.67378044128418) (3341,14.637290954589844)* (5378,14.605795860290527) (134,14.526372909545898)* (2909,14.497983932495117)* (2096,14.449469566345215) (1103,14.397745132446289) (1250,14.338216781616211) (150,14.135004043579102)
937: (185,10.444650650024414)* (802,9.72484016418457) (135,9.699670791625977)* (279,9.628707885742188) (48,9.443359375) (72,9.353009223937988) (2779,9.215363502502441) (136,9.139196395874023) (625,9.115480422973633) (575,9.092723846435547) (1553,9.069070816040039) (215,9.060243606567383) (147,8.948930740356445) (1689,8.89794921875) (115,8.780108451843262) (312,8.741737365722656) (167,8.725107192993164) (169,8.65657901763916) (1224,8.62483024597168) (298,8.597577095031738)
938: (185,9.867684364318848) (15,9.68053913116455)* (520,9.18203353881836)* (560,9.084766387939453) (164,9.047890663146973) (1063,8.974124908447266) (167,8.822456359863281)* (512,8.637386322021484) (2609,8.61983871459961) (625,8.468780517578125) (539,8.415266990661621)* (1144,8.370429039001465) (1100,8.34356689453125) (94,8.271289825439453)* (265,8.247053146362305) (419,8.158729553222656) (404,8.144498825073242) (67,8.123340606689453) (913,8.1065673828125) (1553,8.023902893066406)
940: (4557,10.894488334655762) (2830,10.756797790527344) (3141,10.571601867675781)* (185,9.700874328613281) (2790,9.646682739257812) (12160,9.41557502746582)* (1626,9.355260848999023) (4528,9.281779289245605) (3188,9.149168014526367) (1761,9.100123405456543) (4504,9.078804016113281) (4517,9.04249382019043) (1780,8.866826057434082) (8679,8.831480979919434) (1100,8.783418655395508)* (1690,8.741095542907715) (3280,8.727411270141602) (3908,8.720438003540039) (1102,8.70730209350586) (4464,8.694005966186523)
942: (560,15.317960739135742)* (67,14.245000839233398)* (1063,14.00749397277832)* (164,13.95789909362793)* (166,13.556937217712402)* (135,13.188270568847656)* (823,13.09018611907959)* (674,12.963147163391113)* (324,12.923689842224121)* (131,12.87342643737793)* (1224,12.650773048400879)* (11,12.631054878234863)* (1717,12.431663513183594)* (190,12.367156982421875) (670,12.360304832458496)* (89,12.32209587097168)* (686,12.288036346435547)* (932,12.23452377319336) (63,12.211509704589844)* (1186,12.135260581970215)
944: (1186,12.046113967895508) (189,11.571233749389648) (72,11.527472496032715) (48,11.264928817749023)* (842,11.030203819274902) (2779,10.800310134887695)* (2328,10.735784530639648) (263,10.717557907104492) (1207,10.44062328338623) (1717,10.416227340698242) (174,10.27407455444336) (18,10.1505126953125) (823,10.09887981414795) (115,10.040142059326172)* (1180,10.024085998535156) (169,10.007137298583984)* (922,9.961612701416016) (374,9.797760009765625) (1220,9.785531997680664)* (875,9.77706527709961)
945: (245,13.486565589904785) (721,13.315570831298828)* (716,13.142925262451172)* (8,13.061994552612305) (5579,13.017335891723633)* (2181,12.77481460571289)* (999,12.63395881652832) (4150,12.550487518310547) (3551,12.424673080444336)* (5163,12.384702682495117) (367,12.368478775024414)* (3078,12.368400573730469)* (810,12.269734382629395)* (4467,12.23282241821289) (5099,12.075210571289062) (2821,12.027559280395508)* (5258,11.883914947509766) (5072,11.83840560913086) (1186,11.74795913696289) (4123,11.668155670166016)
950: (2328,8.499577522277832)* (952,8.304788589477539)* (3862,8.13093376159668)* (3499,7.869735240936279) (48,7.768925189971924)* (360,7.705694675445557) (219,7.272424697875977) (94,7.076358795166016) (237,7.052616596221924) (388,7.023881912231445) (201,6.984370231628418) (209,6.962899208068848)* (382,6.953279495239258) (679,6.950341701507568) (709,6.900674343109131) (4181,6.896062850952148) (72,6.881653785705566) (298,6.814609050750732) (2119,6.761160850524902) (1813,6.74978494644165)
951: (1144,10.087982177734375)* (560,9.901582717895508) (512,9.454026222229004) (147,9.39283561706543) (136,8.975900650024414) (2143,8.95020580291748)* (575,8.899799346923828) (2779,8.855972290039062) (941,8.779596328735352) (1273,8.639697074890137) (3346,8.596084594726562) (88,8.573293685913086) (172,8.514426231384277) (2069,8.510902404785156) (932,8.506281852722168) (2114,8.497116088867188) (166,8.459556579589844) (802,8.430694580078125) (354,8.390893936157227) (2609,8.283441543579102)
958: (185,12.214970588684082)* (520,11.719120979309082)* (560,11.707708358764648) (1518,11.654516220092773) (2609,11.382566452026367) (164,11.256893157958984)* (1063,11.252821922302246) (1058,11.251924514770508) (71,10.973756790161133)* (5319,10.740528106689453)* (1260,10.53630542755127)* (546,10.507915496826172)* (1221,10.503922462463379)* (359,10.473363876342773)* (540,10.468893051147461)* (479,10.41427993774414) (814,10.352163314819336) (301,10.341204643249512)* (1095,10.334946632385254) (3346,10.154569625854492)
959: (421,9.796223640441895)* (1207,9.573945045471191) (1826,9.481080055236816)* (1197,9.294647216796875) (2150,9.180412292480469)* (1221,9.17231559753418) (1949,9.164386749267578)* (1204,9.154606819152832) (1281,9.11191177368164) (48,8.932849884033203) (1017,8.838680267333984) (130,8.77412223815918)* (1186,8.755409240722656) (137,8.723973274230957) (4121,8.6544828414917)* (94,8.630672454833984) (2396,8.627034187316895) (709,8.617732048034668) (199,8.532470703125) (2119,8.438626289367676)
960: (1207,8.386213302612305) (72,8.360235214233398) (185,8.315136909484863) (669,8.197508811950684) (11,8.047183990478516)* (1221,7.990166664123535)* (67,7.881810665130615) (199,7.878544807434082) (88,7.8757710456848145) (324,7.870097637176514) (661,7.850715637207031) (90,7.8461432456970215)* (173,7.835422515869141) (115,7.827610492706299)* (69,7.808469772338867)* (560,7.794816017150879) (382,7.785518169403076) (73,7.769683361053467) (130,7.680091381072998) (1204,7.593013763427734)*
962: (116,11.727113723754883)* (143,10.984901428222656) (896,10.866521835327148) (1087,10.77664566040039)* (130,10.670839309692383) (1010,10.540292739868164) (1276,10.414175033569336) (404,10.385498046875)* (560,10.357406616210938)* (2839,10.265453338623047) (4144,10.167722702026367) (2188,10.051295280456543) (1042,9.883325576782227)* (520,9.871965408325195)* (419,9.747941970825195)* (1510,9.729188919067383) (164,9.728887557983398) (1906,9.695064544677734)* (2044,9.684996604919434) (1546,9.61894702911377)*
964: (701,12.876197814941406)* (1814,11.74433708190918)* (2667,11.688762664794922)* (719,11.590341567993164)* (434,11.273157119750977)* (273,11.153993606567383) (26,11.099771499633789) (818,11.082541465759277) (94,11.069979667663574) (8676,11.022543907165527) (5704,11.021160125732422) (459,11.002408981323242) (744,10.969786643981934) (203,10.749849319458008)* (3662,10.743658065795898) (3637,10.740650177001953) (95,10.452207565307617)* (1395,10.402463912963867) (5698,10.388524055480957) (1241,10.386016845703125)
968: (15,9.784159660339355) (167,9.695596694946289) (18,9.508520126342773)* (48,9.347076416015625) (360,9.093119621276855)* (312,9.001501083374023)* (721,8.794919967651367)* (364,8.65279769897461) (131,8.553386688232422) (72,8.51805305480957) (4181,8.420889854431152)* (298,8.407240867614746) (324,8.396618843078613) (107,8.331336975097656) (952,8.325614929199219) (123,8.268661499023438) (238,8.26830005645752) (823,8.229190826416016) (665,8.220077514648438) (922,8.213691711425781)
970: (130,14.559257507324219)* (72,13.200103759765625)* (167,13.060717582702637)* (147,12.856054306030273)* (166,12.573421478271484)* (11,12.36081314086914)* (173,12.181900024414062)* (2069,12.127938270568848)* (665,12.108760833740234)* (79,12.041526794433594)* (2779,11.952936172485352)* (889,11.78841781616211)* (172,11.754531860351562)* (73,11.704858779907227)* (919,11.635154724121094)* (162,11.517605781555176)* (952,11.41534423828125)* (9,11.408051490783691)* (89,11.377889633178711)* (190,11.363327026367188)*
985: (15,8.328840255737305) (185,8.148887634277344) (560,8.038923263549805) (1063,7.6065192222595215) (164,7.457932472229004) (512,7.405659198760986)* (520,7.350315093994141)* (1278,7.21516752243042) (1144,7.045004844665527) (48,6.9908552169799805) (2609,6.897396564483643) (419,6.861781120300293) (896,6.8307414054870605) (625,6.828792572021484) (539,6.799221992492676) (913,6.746517181396484) (95,6.740551948547363) (265,6.736288547515869) (4,6.72320556640625) (116,6.581719875335693)
987: (15,10.0759916305542)* (167,9.554292678833008)* (48,8.997600555419922) (67,8.941974639892578) (130,8.844930648803711) (215,8.703941345214844) (312,8.498945236206055)* (185,8.4649658203125) (162,8.447471618652344)* (722,8.419073104858398)* (704,8.345524787902832) (421,8.337770462036133) (199,8.310373306274414) (265,8.307826042175293) (18,8.251880645751953) (810,8.216813087463379)* (385,8.157779693603516)* (560,8.11204719543457) (298,8.105249404907227) (129,8.083240509033203)
988: (1294,21.548202514648438) (1378,21.147123336791992)* (1450,20.761150360107422) (555,20.31214141845703)* (898,19.644105911254883) (530,19.449630737304688)* (1062,19.204524993896484)* (8004,19.164493560791016) (913,18.955425262451172) (1,18.24076271057129)* (1789,18.121286392211914)* (2181,18.075992584228516) (2797,17.96101188659668) (5853,17.820545196533203) (1064,17.696941375732422)* (183,17.504934310913086)* (1069,17.06456184387207) (5050,17.060258865356445) (1511,16.975736618041992) (882,16.92207145690918)
992: (686,17.432056427001953)* (3201,17.289958953857422)* (368,16.875173568725586)* (1186,15.996232032775879)* (2220,15.564729690551758)* (2888,15.501935958862305)* (5023,14.979598999023438)* (3081,14.248699188232422)* (709,14.090019226074219) (691,13.993683815002441)* (157,13.947915077209473)* (1236,13.94749927520752)* (842,13.936765670776367)* (1732,13.816685676574707)* (4198,13.568367004394531)* (2132,13.490970611572266)* (742,13.310246467590332)* (2199,13.234661102294922)* (245,13.220794677734375) (3441,13.17996597290039)*
997: (1377,12.958553314208984)* (1894,11.90349292755127)* (744,11.639007568359375) (675,11.634683609008789) (222,11.597026824951172)* (51,11.486421585083008) (294,11.42889404296875)* (663,11.294134140014648)* (141,11.235260009765625)* (162,11.082316398620605)* (669,11.036931991577148)* (140,10.818613052368164)* (818,10.778181076049805) (1003,10.772037506103516)* (44,10.717852592468262) (3310,10.626863479614258) (185,10.589536666870117)* (773,10.582817077636719)* (1863,10.532517433166504) (1224,10.475334167480469)
1000: (15,10.509020805358887)* (4,10.00139045715332) (167,9.799759864807129) (1224,9.786201477050781)* (48,9.752315521240234) (486,9.68728256225586)* (625,9.571666717529297) (1063,9.566251754760742) (1278,9.520959854125977) (135,9.423843383789062)* (539,9.36512565612793) (215,9.223505973815918) (161,9.207769393920898) (1232,9.165889739990234) (51,9.142694473266602) (139,9.142626762390137) (1207,9.121766090393066)* (312,9.102422714233398) (649,9.071209907531738) (434,9.003805160522461)
1013: (185,9.98730182647705) (823,9.432315826416016) (67,9.389538764953613) (167,9.015955924987793) (512,8.905448913574219) (265,8.85805606842041) (560,8.802350997924805) (136,8.783326148986816) (674,8.625879287719727) (686,8.57455062866211) (130,8.537503242492676) (215,8.527029037475586)* (374,8.509424209594727) (88,8.500901222229004) (115,8.478780746459961) (276,8.447501182556152) (20672,8.40296745300293) (354,8.287845611572266) (107,8.265506744384766) (539,8.236954689025879)
1023: (15,11.292091369628906)* (823,11.185787200927734) (215,11.185745239257812)* (48,10.985244750976562) (360,10.897045135498047)* (312,10.730660438537598)* (686,10.622547149658203) (1281,10.56881332397461)* (67,10.470388412475586) (131,10.436946868896484) (2119,10.359770774841309) (95,10.356278419494629) (697,10.334066390991211) (4,10.26290512084961) (1813,10.08209228515625)* (439,10.066487312316895)* (169,10.053265571594238) (35,9.937614440917969) (670,9.88524341583252) (1190,9.777180671691895)
1027: (875,15.76441478729248) (5090,15.379711151123047) (1196,15.187759399414062) (2271,15.027366638183594) (3399,14.99412727355957)* (3747,14.928934097290039)* (20791,14.34537124633789)* (425,14.292892456054688) (2561,13.966991424560547)* (6280,13.938896179199219) (3403,13.917302131652832) (1034,13.812843322753906)* (1177,13.782781600952148) (862,13.744965553283691) (1018,13.699373245239258) (2226,13.625059127807617) (821,13.538816452026367) (2667,13.35594654083252) (897,13.329856872558594) (6012,13.21590518951416)
1030: (136,12.198278427124023)* (4951,12.170619010925293)* (47,12.040314674377441) (51,11.578238487243652)* (141,11.531314849853516)* (1207,11.466741561889648)* (1224,11.309106826782227) (899,11.254135131835938)* (265,11.171278953552246) (420,10.944058418273926) (523,10.936017036437988)* (89,10.875861167907715) (86,10.872138977050781)* (236,10.82436752319336) (1278,10.797544479370117) (4995,10.698974609375) (5816,10.63010025024414) (2945,10.595109939575195) (1232,10.580820083618164)* (185,10.455341339111328)
1031: (167,9.915508270263672)* (185,9.45677661895752) (324,9.404851913452148)* (67,9.239582061767578) (364,9.049174308776855)* (48,9.022754669189453) (385,8.897520065307617) (440,8.860095977783203) (265,8.856837272644043) (1187,8.854581832885742) (95,8.74648380279541)* (512,8.741219520568848) (169,8.718031883239746)* (823,8.709467887878418) (136,8.6901273727417) (818,8.67259693145752) (371,8.668196678161621)* (222,8.653268814086914) (129,8.650491714477539) (560,8.635529518127441)
