userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,0.9052807092666626) (1,0.9031793475151062)* (2081,0.6883383989334106) (34,0.6869486570358276) (318,0.6586472392082214) (2687,0.6478927135467529) (2096,0.6328665018081665) (1028,0.624160647392273)* (2761,0.5929548740386963) (1097,0.5847176313400269)* (3751,0.5744806528091431) (2087,0.5720150470733643) (2085,0.559831440448761) (1198,0.5575133562088013) (480,0.5541533827781677) (593,0.551691472530365) (1704,0.5502195954322815) (2018,0.538943886756897)* (2394,0.5385363101959229) (1029,0.531145453453064)*
54: (1136,0.7959553003311157)* (1294,0.7793779373168945) (3671,0.7589963674545288)* (1230,0.6991024017333984)* (1304,0.69118332862854)* (1080,0.6227303743362427) (910,0.621403694152832) (2918,0.5955711603164673) (3361,0.5919995903968811) (1288,0.582286536693573) (1270,0.5818118453025818) (2804,0.5751060247421265) (1256,0.5597570538520813) (1259,0.5509636998176575) (1265,0.5320158004760742) (3543,0.5309540629386902) (1077,0.5306624174118042) (1307,0.5225960612297058) (1244,0.5100443363189697) (2716,0.49203014373779297)
55: (2028,0.9286315441131592) (2858,0.7790535688400269) (1,0.7454952597618103) (2571,0.72718346118927) (608,0.6880003213882446) (296,0.664330005645752) (50,0.6545494794845581) (3147,0.6409968137741089) (457,0.628718912601471)* (356,0.6041883826255798)* (2355,0.5979560017585754) (34,0.5742093324661255) (480,0.5715476870536804) (3408,0.5634556412696838) (2396,0.5607712268829346) (1213,0.5521082878112793) (1358,0.5497674345970154) (1721,0.5408396124839783) (364,0.5302610993385315) (260,0.5181408524513245)
56: (318,1.1021260023117065)* (593,1.0582408905029297) (296,1.0545777082443237)* (1704,0.9143521189689636) (2997,0.9047132730484009)* (2599,0.856852114200592) (1265,0.8498722910881042) (356,0.8250967264175415) (223,0.8096456527709961) (457,0.7895256280899048)* (47,0.7406027317047119) (1358,0.7109081745147705) (2571,0.7105005383491516) (2395,0.7097465991973877) (2959,0.6970899105072021) (3006,0.6842911243438721) (2324,0.683512270450592) (3578,0.6717156171798706) (1784,0.6638334393501282) (3147,0.6390677094459534)
57: (3481,0.7664645314216614) (3897,0.730726420879364) (2997,0.7291558980941772) (2959,0.6933791637420654) (3624,0.6083781123161316) (2599,0.5986029505729675) (1259,0.5949457287788391) (541,0.5909286737442017) (1200,0.5898362398147583) (3753,0.5777207016944885) (1148,0.5658150911331177) (3911,0.5644873380661011) (223,0.5581122636795044) (2700,0.5546526908874512) (1673,0.5511255264282227) (858,0.5380786061286926) (110,0.5379176139831543) (50,0.527699887752533) (1213,0.5272690653800964) (608,0.5272353887557983)
58: (1214,1.1850781440734863)* (3471,1.0051826238632202)* (2916,0.9833309054374695) (1291,0.9729614853858948) (480,0.9208051562309265)* (2021,0.8985458612442017)* (1036,0.8968942165374756) (2985,0.8777424097061157)* (1222,0.869251012802124)* (2947,0.8685234785079956)* (1376,0.8526454567909241) (1259,0.8437274694442749) (1584,0.8425056338310242) (2987,0.823546290397644) (1653,0.8006786108016968) (1136,0.796600341796875)* (3793,0.7918182611465454) (50,0.782721221446991) (1148,0.7824105620384216) (3578,0.7643625736236572)*
59: (919,0.9919399619102478)* (1207,0.8920867443084717) (916,0.8789670467376709) (1230,0.867824912071228) (923,0.8372431397438049)* (1296,0.7737282514572144) (750,0.7391064167022705)* (3095,0.736073911190033) (945,0.7340577244758606) (951,0.7326698303222656)* (900,0.7150008082389832)* (1944,0.7117804288864136) (1254,0.7043354511260986) (1267,0.7034404277801514) (1252,0.7019607424736023)* (933,0.7010142207145691) (3435,0.6885004639625549) (911,0.6881400942802429) (926,0.6791595220565796) (1104,0.6723595857620239)
60: (1580,0.5997449159622192) (349,0.5409946441650391) (733,0.5295470952987671) (648,0.5285139679908752) (780,0.5208652019500732) (2762,0.5191137194633484) (480,0.5062570571899414) (316,0.5022801160812378) (3256,0.48320797085762024) (2353,0.47108569741249084) (380,0.46378910541534424)* (1608,0.46309733390808105) (2763,0.45142239332199097) (3114,0.44840073585510254) (377,0.4404686689376831) (2006,0.43924394249916077) (1610,0.4374399185180664) (1892,0.42772138118743896) (736,0.4272806942462921)* (1617,0.4158262014389038)
61: (3753,0.8498294353485107)* (3408,0.6870750188827515) (3510,0.6818361878395081) (3755,0.6658596396446228) (3555,0.6404880285263062) (3793,0.6124236583709717) (3624,0.5803649425506592) (3948,0.5649652481079102)* (3623,0.5583046674728394) (3916,0.5498897433280945) (3751,0.5284252166748047) (3952,0.5154962539672852) (3481,0.49931806325912476) (3798,0.49305444955825806) (3911,0.48042553663253784) (3893,0.44749706983566284) (3409,0.4451887011528015) (2858,0.43882375955581665) (3512,0.4281371831893921) (3513,0.42811688780784607)
62: (1252,0.779863715171814) (923,0.7250989079475403) (908,0.7141716480255127) (903,0.6976324319839478) (1104,0.6631219387054443)* (1084,0.6421575546264648) (2186,0.6289081573486328)* (1212,0.6194890737533569)* (1221,0.6179001331329346)* (1086,0.5941645503044128) (933,0.5817657709121704) (1276,0.5802407264709473)* (1293,0.5767121315002441)* (1953,0.5656400918960571) (924,0.5643810629844666) (3730,0.55536288022995) (1230,0.5544155836105347) (1952,0.5538500547409058) (942,0.5538442730903625) (3363,0.5525780320167542)*
63: (2997,1.4723296165466309) (2959,1.2705693244934082) (223,1.2175302505493164)* (2683,1.121724009513855) (2908,1.0934288501739502) (2355,1.001924753189087) (3081,0.9328830242156982) (2336,0.9076826572418213) (785,0.9004331231117249) (2710,0.893983781337738) (2716,0.8840562105178833)* (2692,0.8781081438064575)* (3793,0.803399920463562) (2707,0.7924522757530212) (1093,0.7856654524803162) (3408,0.7748886942863464) (2433,0.7411953210830688) (2841,0.7403733730316162) (3298,0.7400846481323242) (2541,0.73702073097229)
64: (2706,0.8263536691665649) (2571,0.761326789855957) (3753,0.7492583990097046) (2683,0.7238256335258484) (480,0.7159366607666016) (223,0.6943280100822449) (2959,0.6910576224327087) (2997,0.6771423816680908) (589,0.6705399751663208) (1210,0.6452111005783081)* (3081,0.6383439302444458) (1580,0.6328862905502319) (2628,0.607178807258606) (3623,0.6071223020553589) (3510,0.6070201396942139) (1196,0.601108193397522) (2028,0.5993430614471436)* (2694,0.5885694026947021) (2355,0.5863144397735596) (260,0.5826060771942139)
65: (480,1.219734787940979)* (1291,1.130256175994873)* (457,1.101860761642456) (110,1.0774732828140259) (589,1.0475791692733765) (3578,0.9479261040687561) (1240,0.9189059138298035) (3256,0.9071536064147949) (1721,0.8892770409584045)* (3623,0.8877002000808716)* (3555,0.8818891048431396)* (349,0.8739577531814575) (1370,0.8615798354148865) (2628,0.854972243309021)* (2916,0.8508440256118774) (380,0.8507710695266724)* (2353,0.8506097197532654)* (590,0.7900117039680481) (593,0.7668852806091309) (2001,0.7562741637229919)
66: (2706,0.7741848230361938) (3578,0.7640317678451538)* (480,0.7227174043655396)* (589,0.7099369764328003) (527,0.6757510900497437) (593,0.6586521863937378) (3555,0.6519657373428345) (318,0.6404352784156799) (2683,0.6370540857315063) (1580,0.6147807240486145) (1210,0.5926179885864258) (3408,0.5875795483589172) (1196,0.57268226146698)* (3510,0.572196364402771) (858,0.5676535367965698) (3450,0.5610699653625488) (2762,0.5501047372817993) (2355,0.5486530065536499) (1704,0.5477049946784973) (260,0.5269654393196106)
67: (1193,0.7393869161605835) (3095,0.7213810682296753) (3468,0.7167742252349854) (1225,0.6655845046043396) (1250,0.6519996523857117) (1104,0.6332030296325684) (1221,0.6225783824920654) (1276,0.6102365851402283)* (3363,0.5925382375717163) (858,0.5913226008415222) (908,0.5881373882293701)* (1231,0.5781667232513428) (1213,0.5767489075660706)* (912,0.5743190050125122) (1228,0.5666998624801636) (3196,0.5624624490737915) (3504,0.5619038343429565)* (953,0.5543555021286011) (920,0.546379804611206) (3201,0.5459328889846802)
68: (2599,0.8373032212257385) (1148,0.7835692763328552) (2395,0.7575793266296387) (3481,0.7419528365135193) (2396,0.6468547582626343)* (2791,0.6230985522270203) (3114,0.6229066252708435) (1288,0.6160444021224976) (1223,0.6058304309844971) (1394,0.6025158166885376) (2700,0.5985301733016968) (1230,0.5981815457344055)* (3897,0.5898365378379822) (1265,0.5884765386581421) (1079,0.5781786441802979) (3421,0.5644050240516663) (1,0.5490233302116394) (2804,0.5426346659660339) (3911,0.5355261564254761) (1235,0.5343738198280334)
69: (1704,0.8554564714431763)* (36,0.7747542262077332) (1094,0.7729737162590027) (3176,0.758191704750061) (2908,0.7541226148605347) (527,0.7251250147819519) (318,0.7123504877090454) (296,0.6827601194381714)* (608,0.6560448408126831) (2324,0.6555927991867065) (2686,0.651252269744873) (150,0.6457263827323914) (300,0.6455735564231873) (2333,0.623437225818634) (25,0.6176326274871826)* (3100,0.6026566624641418) (778,0.592851996421814) (3260,0.5900120735168457) (1393,0.5813760757446289) (3160,0.5797797441482544)
70: (2355,1.3993834257125854)* (2858,1.3221315145492554)* (223,1.2068954706192017)* (2599,1.1733412742614746) (3578,1.1659709215164185)* (2396,1.115548849105835)* (2694,1.088186502456665)* (2770,1.0758731365203857) (2987,0.9853062033653259)* (3408,0.9581985473632812) (2502,0.9204642176628113) (2710,0.9171241521835327) (2700,0.9141095876693726)* (2908,0.9112458825111389) (2707,0.8727773427963257) (2688,0.8581554889678955) (3623,0.8514699935913086) (2433,0.8489280939102173) (2763,0.8440160751342773) (1093,0.8430934548377991)
71: (2706,1.1027244329452515) (3578,0.9812592267990112) (3753,0.926011323928833) (2858,0.8872285485267639) (3623,0.8542944192886353) (3555,0.8003193140029907) (2762,0.7860520482063293) (2688,0.693962574005127) (3793,0.6610454320907593) (2707,0.6517525315284729) (2881,0.6453701257705688) (2541,0.6391607522964478) (2959,0.629044771194458) (2355,0.6179640293121338) (2433,0.6111530065536499) (3798,0.6038538217544556) (3755,0.5959030389785767) (3409,0.5917748808860779) (2716,0.5913400053977966) (1127,0.5864108800888062)
72: (2858,0.8699496984481812) (1784,0.7633611559867859) (318,0.7528229355812073) (527,0.717164933681488) (1704,0.6893771886825562)* (1721,0.6726665496826172) (3408,0.6725050806999207) (1265,0.6557000279426575) (110,0.6533905267715454) (539,0.621863603591919) (1,0.6212372183799744) (34,0.6004146337509155) (2762,0.5999597311019897) (357,0.577781081199646) (1393,0.5491868257522583) (590,0.5462594032287598) (3147,0.5437899231910706) (608,0.5350849628448486) (2671,0.5327156186103821) (1641,0.5249452590942383)
73: (589,1.2794849872589111)* (1580,1.2233505249023438) (1210,1.1311321258544922)* (480,1.1117769479751587) (3793,1.0792853832244873) (780,1.009482979774475) (2628,0.9963459968566895) (260,0.9892377257347107) (1197,0.9388083815574646)* (1200,0.9135984182357788)* (3527,0.863221287727356) (316,0.8574661016464233) (1676,0.842336893081665)* (1370,0.8208473324775696)* (2706,0.8163914680480957) (10,0.8029866814613342) (1127,0.7983139157295227) (1573,0.7837791442871094)* (2617,0.7733889222145081) (165,0.7728499174118042)
74: (50,0.7279047966003418)* (1213,0.649078369140625) (318,0.5983071327209473) (1252,0.5784666538238525)* (2858,0.5776404142379761) (1221,0.5565654039382935) (2997,0.5401656627655029) (1089,0.5162954926490784) (527,0.49025958776474) (1230,0.4701239764690399) (3897,0.462534099817276) (2599,0.4566650986671448) (1193,0.45323657989501953) (111,0.45018523931503296) (2762,0.44904211163520813) (904,0.4458779990673065) (1358,0.431015282869339) (908,0.4275296926498413) (903,0.42457354068756104) (3481,0.4202001690864563)
75: (1367,1.5957014560699463) (588,1.4924378395080566) (3157,1.3524794578552246)* (595,1.332902431488037) (2085,1.2497715950012207) (783,1.1711440086364746)* (1015,1.0837398767471313)* (1022,1.0818908214569092) (661,1.0763068199157715)* (1033,1.0694698095321655)* (2096,1.041374683380127) (3615,1.0245871543884277) (1064,1.0177233219146729) (1032,1.0096135139465332) (107,1.008038878440857)* (2082,0.988297164440155)* (2081,0.9866408109664917) (2059,0.9784291982650757)* (2953,0.9735796451568604)* (653,0.9321578741073608)
76: (2997,1.1877561807632446) (3481,1.053586721420288) (3751,0.9593825936317444) (527,0.9580549597740173) (3114,0.9501612186431885) (2028,0.9389268159866333) (2599,0.9072589874267578) (2692,0.8656041622161865)* (110,0.840161919593811) (3753,0.7776550054550171) (223,0.771578311920166) (3147,0.7584798336029053)* (3624,0.7517027854919434) (3006,0.7414683699607849) (2324,0.7407386302947998) (3176,0.7340651750564575) (457,0.7082884907722473) (32,0.7075755000114441) (589,0.7059683799743652) (34,0.7047792673110962)
77: (2706,1.0379788875579834) (2997,0.9999574422836304)* (223,0.919272780418396) (2599,0.8418338298797607)* (2959,0.8239026665687561) (2355,0.7419597506523132) (2694,0.6856356859207153) (2770,0.6630152463912964) (2396,0.6608970165252686) (2502,0.6593694686889648) (3160,0.6236708760261536) (3114,0.6173064708709717) (3793,0.6148664951324463) (785,0.607988715171814) (2716,0.6063907146453857) (2580,0.6011384129524231) (3176,0.5726219415664673) (2541,0.5720299482345581) (2710,0.5692794919013977) (2908,0.5627476572990417)
78: (1148,0.9626214504241943) (2997,0.9086663722991943) (588,0.8248188495635986) (1223,0.766196608543396) (2395,0.7657138109207153) (3751,0.7453044652938843) (2321,0.7396798133850098)* (595,0.6981059312820435) (1028,0.6895154118537903) (2690,0.6549558639526367) (838,0.6516386270523071) (1885,0.6452490091323853) (2324,0.6370759606361389) (17,0.6303182244300842) (1282,0.625198245048523) (342,0.6178457140922546)* (3429,0.6095654964447021) (2359,0.5939863324165344) (348,0.5785439014434814) (1784,0.5614392757415771)
79: (3176,0.467709481716156)* (3952,0.4376433789730072) (3578,0.43675312399864197) (3408,0.43602240085601807) (3160,0.42958974838256836) (3897,0.3742086887359619) (3753,0.3601101040840149) (3512,0.3588261008262634) (3745,0.352977454662323) (3300,0.34935125708580017) (3081,0.34811410307884216) (3481,0.3468162715435028) (3893,0.34337306022644043) (2841,0.34041568636894226) (3751,0.3352892994880676) (2762,0.3314131200313568) (2707,0.32920902967453003) (3911,0.3231498599052429) (3863,0.31899815797805786) (3555,0.31732603907585144)
80: (318,1.0296642780303955) (1704,0.8505566120147705) (3753,0.8073296546936035) (2858,0.7611675262451172) (150,0.757647693157196) (2396,0.7359415292739868) (2571,0.7251716256141663) (1580,0.6989683508872986) (1393,0.6897894144058228) (457,0.682985246181488) (1,0.6779853105545044) (589,0.6744775772094727) (296,0.6589446067810059) (1784,0.6375572085380554) (780,0.6340500712394714) (3114,0.6190074682235718) (1610,0.6141542196273804) (2324,0.6068112850189209) (3578,0.606620728969574) (3408,0.5933354496955872)
81: (858,1.245347499847412) (923,1.092045545578003) (1212,0.9915521740913391) (1248,0.9832562208175659) (2019,0.9701063632965088) (1219,0.9428168535232544) (1204,0.9129800796508789) (541,0.9100254774093628) (1617,0.8961184620857239)* (608,0.8715954422950745) (922,0.836857795715332) (1254,0.8362448215484619) (924,0.8326279520988464) (1250,0.8224222660064697) (910,0.8191367387771606) (1208,0.8077977299690247) (3095,0.7987546920776367) (919,0.7887078523635864) (1256,0.7799974083900452) (1945,0.7709202766418457)
82: (593,1.2049072980880737)* (480,1.1530828475952148)* (2028,1.127769947052002) (1704,1.0361038446426392)* (3555,0.9110547304153442) (527,0.9084076881408691)* (50,0.897476851940155) (1580,0.8751159310340881) (3256,0.8642208576202393)* (780,0.8544041514396667)* (1573,0.846072256565094) (377,0.8423200249671936) (3623,0.8244169354438782) (3408,0.8093294501304626) (2268,0.7755962014198303)* (2628,0.772187352180481) (454,0.7639942169189453) (1608,0.7480689287185669) (2763,0.7140005826950073) (2058,0.6951615810394287)
83: (3793,0.9424803853034973) (1210,0.9056381583213806) (2706,0.904822826385498) (2683,0.8895634412765503) (2396,0.8698004484176636)* (1197,0.8482939600944519) (3114,0.8081257939338684) (3623,0.7991805076599121) (2688,0.7927216291427612) (2605,0.7725433111190796) (3081,0.7720043659210205) (2394,0.7456810474395752) (2694,0.7237271666526794) (2571,0.7194442749023438) (1291,0.7051054239273071) (2826,0.7018685340881348) (2858,0.6958677768707275) (1198,0.6818859577178955) (2761,0.6609480381011963) (3005,0.6503236293792725)
84: (1196,1.2874281406402588)* (589,1.172248125076294) (2028,0.9905110597610474)* (110,0.9623352885246277)* (1036,0.8824639320373535) (858,0.8658621311187744) (541,0.8443219661712646) (2762,0.7860677242279053) (3793,0.7809712886810303) (2916,0.7792996168136597) (593,0.7655029296875) (1197,0.7582252025604248)* (1387,0.7356305122375488) (1127,0.7349876165390015) (1221,0.7303532361984253) (1270,0.7280788421630859) (1580,0.7054010033607483) (50,0.6976971626281738) (318,0.693045973777771) (1374,0.6906103491783142)
85: (3578,0.9420850276947021) (3623,0.9352557063102722) (3753,0.9264622926712036) (3510,0.9069732427597046)* (2706,0.8801010251045227) (2694,0.8006932735443115) (3798,0.7703640460968018) (3555,0.7350813150405884) (2762,0.7222386598587036) (3793,0.6952027082443237) (3409,0.692477822303772)* (3752,0.6858461499214172) (2959,0.6765612363815308) (2707,0.6704858541488647) (3717,0.6651994585990906) (3617,0.6298302412033081)* (2605,0.619712233543396) (3948,0.60823655128479) (3176,0.5869120359420776) (2688,0.5788030624389648)
86: (3114,0.832461953163147) (780,0.7395362257957458) (2724,0.6969056129455566) (2355,0.6689177751541138) (317,0.6626830101013184) (2394,0.6540926098823547) (1544,0.6354526877403259)* (1,0.6335986852645874) (595,0.6281691789627075) (2571,0.6234909296035767) (2687,0.6179425716400146) (648,0.6155465841293335)* (2,0.614083468914032) (3753,0.6133676767349243) (588,0.6115350723266602) (736,0.6051654815673828) (733,0.5778459310531616) (3175,0.5744662284851074)* (48,0.5689387917518616) (1917,0.5671752691268921)
87: (1036,1.1106563806533813) (589,1.0722585916519165)* (1210,1.067528247833252) (2571,0.9797313809394836)* (2028,0.8925000429153442)* (1387,0.8832854628562927)* (480,0.8701025247573853)* (1200,0.8456900119781494) (1214,0.8130879998207092) (858,0.7889847755432129) (2948,0.75978684425354) (1197,0.7567121982574463) (2916,0.7389945983886719) (3753,0.7199743390083313) (1374,0.7105275392532349) (1222,0.704174816608429) (3793,0.6763597726821899)* (2949,0.6757931709289551) (1242,0.6710629463195801) (1221,0.6678481101989746)
88: (593,0.9467982053756714) (912,0.8586451411247253)* (1247,0.8313279151916504) (1213,0.807732343673706) (2858,0.8009655475616455) (296,0.7538549900054932) (919,0.7271811962127686) (50,0.7130980491638184) (1196,0.7014064788818359) (2804,0.6997665762901306) (1231,0.6834350228309631)* (1952,0.6763099431991577) (260,0.6686525344848633) (1293,0.6526473760604858)* (1276,0.6498642563819885) (1208,0.6474292278289795) (904,0.6375017762184143) (908,0.6327629685401917)* (1961,0.6313872337341309)* (2396,0.6211640238761902)
